"Player Details","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"1","Dalton Schultz","HST","TE","17","2025","39","90.7","4.3","51","20.6","12","0.7","30.8","0.31","11","91.7","104","6.1","35.9","2.67","8.67","9.45","54","4.91","8","0.73","0","0.0","0","0","0","0","9","31.0","0","","5","0.128","0","","11","91.7","0","","2","2","100.0","0","102.8","31.6","2.1","","","100.0","","0.55","1.3","21.4","17.2","1.0","0.44","17.2"
"2","Darnell Washington","PIT","TE","16","2025","14","60.9","6.0","36","59.0","6","0.4","26.1","0.43","6","100.0","91","5.7","45.0","6.50","15.17","15.17","55","9.17","36","6.00","0","0.0","0","0","0","0","2","22.2","2","0.33","3","0.214","0","","6","100.0","0","","1","1","100.0","0","118.8","27.3","8.4","","","100.0","","1.08","0.9","15.1","8.5","0.5","0.61","8.5"
"3","Kyle Pitts","ATL","TE","17","2025","28","93.3","5.1","36","16.2","7","0.4","25.9","0.25","5","71.4","67","3.9","30.6","2.39","9.57","13.40","37","7.40","9","1.80","0","0.0","0","0","0","0","3","21.4","2","0.40","4","0.143","0","","5","71.4","0","","0","0","0.0","0","101.5","29.2","2.6","","","100.0","","0.42","0.7","11.7","10.2","0.6","0.37","10.2"
"4","Oronde Gadsden","LAC","TE","15","2025","15","88.2","8.7","26","31.3","3","0.2","23.1","0.20","3","100.0","55","3.7","50.9","3.67","18.33","18.33","29","9.67","4","1.33","0","0.0","0","0","0","1","2","33.3","1","0.33","2","0.133","0","","3","100.0","0","","0","0","0.0","0","118.8","30.0","10.1","","","100.0","","0.57","0.6","8.5","5.1","0.3","0.34","5.1"
"5","Mason Taylor","NYJ","TE","13","2025","19","90.5","5.8","29","15.9","5","0.4","29.4","0.26","5","100.0","52","4.0","43.0","2.74","10.40","10.40","23","4.60","8","1.60","0","0.0","0","0","0","0","3","42.9","0","","4","0.211","0","","5","100.0","0","","0","0","0.0","0","110.0","33.3","3.4","","","100.0","","0.54","0.8","10.2","7.3","0.6","0.38","7.3"
"6","George Kittle","SF","TE","11","2025","18","100.0","12.3","49","38.9","4","0.4","25.0","0.22","3","75.0","50","4.5","52.6","2.78","12.50","16.67","11","3.67","6","2.00","0","0.0","0","0","0","0","3","37.5","0","","3","0.167","1","25.0","4","100.0","0","","1","0","0.0","0","116.7","25.0","3.8","","","100.0","","0.44","0.7","8.0","7.6","0.7","0.42","7.6"
"7","Dawson Knox","BUF","TE","17","2025","7","87.5","6.8","27","65.9","4","0.2","57.1","0.57","3","75.0","45","2.6","77.6","6.43","11.25","15.00","31","10.33","3","1.00","0","0.0","0","0","0","0","3","75.0","0","","2","0.286","1","25.0","4","100.0","1","25.0","0","0","0.0","0","111.5","57.1","3.3","","","100.0","","1.07","0.4","7.5","6.1","0.4","0.87","6.1"
"8","Evan Engram","DEN","TE","16","2025","18","90.0","4.8","19","20.0","4","0.3","20.0","0.22","3","75.0","41","2.6","20.2","2.28","10.25","13.67","26","8.67","3","1.00","0","0.0","0","0","0","1","3","23.1","0","","1","0.056","1","25.0","4","100.0","2","50.0","0","0","0.0","0","107.3","20.0","2.6","","","100.0","","0.39","0.4","7.1","6.4","0.4","0.36","6.4"
"9","Dallas Goedert","PHI","TE","15","2025","8","100.0","9.0","27","35.5","3","0.2","37.5","0.38","3","100.0","36","2.4","52.9","4.50","12.00","12.00","9","3.00","6","2.00","0","0.0","0","0","0","0","1","33.3","0","","1","0.125","0","","3","100.0","0","","0","0","0.0","0","116.7","37.5","3.5","","","100.0","","0.83","0.4","6.6","4.9","0.3","0.61","4.9"
"10","Colby Parkinson","LA","TE","15","2025","14","77.8","4.3","17","15.2","4","0.3","23.5","0.29","4","100.0","36","2.4","23.8","2.57","9.00","9.00","19","4.75","6","1.50","0","0.0","1","0","0","0","1","20.0","0","","3","0.214","0","","4","100.0","0","","1","1","100.0","0","104.2","23.5","2.5","","","100.0","","0.54","0.5","7.6","5.8","0.4","0.42","5.8"
"11","Sam LaPorta","DET","TE","9","2025","8","80.0","2.3","9","150.0","4","0.4","40.0","0.50","3","75.0","35","3.9","49.3","4.38","8.75","11.67","32","10.67","10","3.33","0","0.0","0","0","0","0","2","40.0","1","0.33","2","0.250","0","","3","75.0","1","25.0","0","0","0.0","0","101.0","44.4","2.3","","","100.0","","0.81","0.7","6.5","5.5","0.6","0.69","5.5"
"12","Luke Musgrave","GB","TE","17","2025","15","93.8","4.3","13","14.6","3","0.2","20.0","0.20","3","100.0","32","1.9","37.2","2.13","10.67","10.67","19","6.33","4","1.33","0","0.0","0","0","0","0","3","37.5","0","","1","0.067","0","","3","100.0","1","33.3","0","0","0.0","0","111.1","23.1","2.6","","","100.0","","0.41","0.4","6.2","4.5","0.3","0.30","4.5"
"13","Harold Fannin","CLV","TE","16","2025","14","87.5","0.8","4","7.5","5","0.3","33.3","0.36","5","100.0","32","2.0","46.4","2.29","6.40","6.40","28","5.60","7","1.40","0","0.0","0","0","0","0","2","33.3","2","0.40","2","0.143","0","","5","100.0","1","20.0","0","0","0.0","0","93.3","35.7","0.7","","","100.0","","0.59","0.5","8.2","8.8","0.5","0.63","8.8"
"14","Davis Allen","LA","TE","17","2025","12","100.0","4.0","16","15.0","4","0.2","40.0","0.33","3","75.0","32","1.9","25.4","2.67","8.00","10.67","14","4.67","6","2.00","0","0.0","0","0","0","0","1","33.3","0","","1","0.083","1","25.0","4","100.0","0","","0","0","0.0","0","97.9","40.0","1.0","","","100.0","","0.52","0.4","6.2","6.3","0.4","0.53","6.3"
"15","AJ Barner","SEA","TE","17","2025","35","89.7","4.0","28","10.0","7","0.4","20.0","0.20","5","71.4","30","1.8","12.4","0.86","4.29","6.00","17","3.40","13","2.60","0","0.0","0","0","0","0","4","18.2","1","0.20","0","0.000","1","14.3","6","85.7","0","","0","0","0.0","0","79.5","21.2","-2.2","","","100.0","","0.23","0.5","8.0","10.3","0.6","0.29","10.3"
"16","Colston Loveland","CHI","TE","16","2025","15","88.2","11.5","23","15.3","2","0.1","14.3","0.13","2","100.0","29","1.8","28.4","1.93","14.50","14.50","6","3.00","1","0.50","0","0.0","0","0","0","0","0","0.0","0","","1","0.067","0","","2","100.0","0","","0","0","0.0","0","118.8","16.7","5.1","","","100.0","","0.33","0.3","4.9","4.7","0.3","0.32","4.7"
"17","Noah Fant","CIN","TE","15","2025","12","100.0","8.2","41","36.3","5","0.3","41.7","0.42","3","60.0","29","1.9","24.8","2.42","5.80","9.67","7","2.33","4","1.33","0","0.0","0","0","0","1","4","44.4","0","","1","0.083","0","","3","60.0","0","","0","0","0.0","0","76.3","41.7","-2.1","","","100.0","","0.49","0.4","5.9","7.4","0.5","0.61","7.4"
"18","Elijah Higgins","ARZ","TE","17","2025","11","100.0","2.0","2","3.9","1","0.1","10.0","0.09","1","100.0","27","1.6","21.4","2.45","27.00","27.00","25","25.00","2","2.00","0","0.0","0","0","0","0","0","0.0","0","","1","0.091","0","","1","100.0","0","","0","0","0.0","0","118.8","10.0","20.6","","","100.0","","0.34","0.2","3.7","1.4","0.1","0.12","1.4"
