"Player Details","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"Rank","Name","Team","POS","G","Season","ATT","YDS","RuYDS/G","YPC","TD","FUM","1D","EXP RUN %","EXP YDS","EXP YDS %","i5 %","TD RATE","Success %","STUFF %","MTF","MTF/ATT","YACO","YACO/ATT","YACO %","YBCO/ATT","ATT","ATT %","YDS","TD","YPC","Success %","ATT","ATT %","YDS","TD","YPC","Success %","FP/G","FP","XFP","XFP/G"
"95","Jaret Patterson","LAC","RB","6","2025","4","5","0.8","1.25","0","0","0","","0","","25.0","","","100.0","1","0.25","6","1.50","120.0","-0.25","4","100.0","5","0","1.25","","0","","0","0","","","0.1","0.5","4.5","0.7"
"96","Miles Sanders","DAL","RB","4","2025","3","10","2.5","3.33","0","0","0","","0","","0.0","","33.3","33.3","1","0.33","11","3.67","110.0","-0.33","3","100.0","10","0","3.33","33.3","0","","0","0","","","0.3","1.0","2.1","0.5"
"97","Tyler Badie","DEN","RB","16","2025","3","15","0.9","5.00","0","0","1","","0","","0.0","","33.3","33.3","0","","8","2.67","53.3","2.33","3","100.0","15","0","5.00","33.3","0","","0","0","","","0.1","1.5","1.7","0.1"
"98","D'Ernest Johnson","ARZ, NE","RB","6","2025","3","5","0.8","1.67","0","0","0","","0","","0.0","","33.3","66.7","0","","3","1.00","60.0","0.67","3","100.0","5","0","1.67","33.3","0","","0","0","","","0.1","0.5","1.4","0.2"
"99","LeQuint Allen","JAX","RB","17","2025","3","10","0.6","3.33","0","0","0","","0","","0.0","","33.3","33.3","0","","3","1.00","30.0","2.33","3","100.0","10","0","3.33","33.3","0","","0","0","","","0.1","1.0","1.4","0.1"
"100","Evan Hull","NO","RB","6","2025","3","12","2.0","4.00","0","0","1","","0","","0.0","","66.7","33.3","0","","6","2.00","50.0","2.00","3","100.0","12","0","4.00","66.7","0","","0","0","","","0.2","1.2","1.5","0.2"
"101","Terrell Jennings","NE","RB","6","2025","3","2","0.3","0.67","0","0","0","","0","","50.0","","","100.0","0","","5","1.67","250.0","-1.00","3","100.0","2","0","0.67","","0","","0","0","","","0.0","0.2","4.1","0.7"
"102","Owen Wright","TB","RB","3","2025","3","6","2.0","2.00","0","0","0","","0","","0.0","","","66.7","0","","1","0.33","16.7","1.67","3","100.0","6","0","2.00","","0","","0","0","","","0.2","0.6","1.1","0.4"
"103","Trevor Etienne","CAR","RB","17","2025","3","15","0.9","5.00","0","0","1","","0","","0.0","","66.7","33.3","1","0.33","6","2.00","40.0","3.00","3","100.0","15","0","5.00","66.7","0","","0","0","","","0.1","1.5","1.6","0.1"
"104","Kene Nwangwu","NYJ","RB","10","2025","2","10","1.0","5.00","0","0","0","","0","","0.0","","50.0","","0","","6","3.00","60.0","2.00","2","100.0","10","0","5.00","50.0","0","","0","0","","","0.1","1.0","1.0","0.1"
"105","Josh Williams","TB","RB","2","2025","2","3","1.5","1.50","0","0","0","","0","","0.0","","","100.0","0","","3","1.50","100.0","0.00","2","100.0","3","0","1.50","","0","","0","0","","","0.2","0.3","1.1","0.5"
"106","Emari Demercado","ARZ","RB","13","2025","2","2","0.2","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","0.50","50.0","0.50","2","100.0","2","0","1.00","","0","","0","0","","","0.0","0.2","1.5","0.1"
"107","Brittain Brown","CHI","RB","2","2025","2","23","11.5","11.50","1","0","1","50.0","22","95.7","0.0","50.0","50.0","50.0","1","0.50","4","2.00","17.4","9.50","2","100.0","23","1","11.50","50.0","0","","0","0","","","4.2","8.3","1.0","0.5"
"108","Myles Gaskin","SEA","RB","1","2025","2","6","6.0","3.00","0","0","0","","0","","0.0","","","50.0","0","","10","5.00","166.7","-2.00","2","100.0","6","0","3.00","","0","","0","0","","","0.6","0.6","1.0","1.0"
"109","Trayveon Williams","LAC, CLV","RB","6","2025","2","-2","-0.3","-1.00","0","0","0","","0","","0.0","","","100.0","0","","2","1.00","-100.0","-2.00","2","100.0","-2","0","-1.00","","0","","0","0","","","0.0","-0.2","1.0","0.2"
"110","Craig Reynolds","DET","RB","6","2025","1","1","0.2","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","1.00","1","100.0","1","0","1.00","","0","","0","0","","","0.0","0.1","0.5","0.1"
"111","Tyler Goodson","IND","RB","11","2025","1","3","0.3","3.00","0","0","0","","0","","0.0","","100.0","","0","","0","","","3.00","1","100.0","3","0","3.00","100.0","0","","0","0","","","0.0","0.3","0.4","0.0"
"112","Roschon Johnson","CHI","RB","6","2025","1","11","1.8","11.00","0","0","1","","0","","0.0","","100.0","","0","","2","2.00","18.2","9.00","1","100.0","11","0","11.00","100.0","0","","0","0","","","0.2","1.1","0.6","0.1"
"113","Clyde Edwards-Helaire","KC","RB","2","2025","1","-2","-1.0","-2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","-2.00","1","100.0","-2","0","-2.00","","0","","0","0","","","-0.1","-0.2","0.5","0.2"
"114","Ronnie Rivers","LA","RB","7","2025","1","2","0.3","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","1","100.0","2","0","2.00","","0","","0","0","","","0.0","0.2","0.4","0.1"
"115","AJ Dillon","PHI","RB","7","2025","1","5","0.7","5.00","0","0","0","","0","","0.0","","100.0","","0","","3","3.00","60.0","2.00","1","100.0","5","0","5.00","100.0","0","","0","0","","","0.1","0.5","0.5","0.1"
"116","Rasheen Ali","BLT","RB","15","2025","1","2","0.1","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","1","100.0","2","0","2.00","","0","","0","0","","","0.0","0.2","0.6","0.0"
"117","DeeJay Dallas","JAX, CAR","RB","5","2025","1","4","0.8","4.00","0","0","0","","0","","0.0","","100.0","","0","","3","3.00","75.0","1.00","1","100.0","4","0","4.00","100.0","0","","0","0","","","0.1","0.4","0.4","0.1"
"118","Dare Ogunbowale","HST","RB","17","2025","1","3","0.2","3.00","0","0","0","","0","","0.0","","100.0","","0","","3","3.00","100.0","0.00","1","100.0","3","0","3.00","100.0","0","","0","0","","","0.0","0.3","0.7","0.0"
"119","Dylan Laube","LV","RB","17","2025","1","1","0.1","1.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","200.0","-1.00","1","100.0","1","0","1.00","","0","","0","0","","","0.0","0.1","0.4","0.0"
"120","James Conner","ARZ","RB","3","2025","1","3","1.0","3.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","66.7","1.00","1","100.0","3","0","3.00","","0","","0","0","","","0.1","0.3","0.5","0.2"
"121","Cam Akers","SEA, MIN","RB","4","2025","1","14","3.5","14.00","0","0","1","","0","","0.0","","100.0","","1","1.00","14","14.00","100.0","0.00","1","100.0","14","0","14.00","100.0","0","","0","0","","","0.4","1.4","0.3","0.1"
