"Player Details","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"11","Ashton Jeanty","LV","RB","17","2025","40","74.1","-1.9","-29","-11.4","15","0.9","30.0","0.38","12","80.0","61","3.6","22.3","1.53","4.07","5.08","108","9.00","22","1.83","0","0.0","0","0","0","0","6","17.6","4","0.33","1","0.025","0","","13","86.7","3","20.0","1","0","0.0","0","55.8","30.6","-1.8","","","","100.0","0.45","1.1","18.1","22.3","1.3","0.56","22.3"
"12","Michael Carter","ARZ","RB","13","2025","21","77.8","0.2","1","0.9","5","0.4","20.0","0.24","5","100.0","53","4.1","31.2","2.52","10.60","10.60","52","10.40","24","4.80","0","0.0","0","0","0","0","1","9.1","2","0.40","2","0.095","0","","5","100.0","0","","0","0","0.0","0","110.8","20.8","4.5","","","","100.0","0.49","0.8","10.3","7.1","0.5","0.34","7.1"
"13","Isaiah Davis","NYJ","RB","16","2025","35","71.4","-1.7","-10","-5.1","6","0.4","18.8","0.17","5","83.3","49","3.1","23.6","1.40","8.17","9.80","64","12.80","13","2.60","0","0.0","0","0","0","0","2","11.1","1","0.20","2","0.057","0","","5","83.3","2","33.3","0","0","0.0","0","100.7","20.7","2.3","","","","100.0","0.28","0.6","9.9","8.4","0.5","0.24","8.4"
"14","Rhamondre Stevenson","NE","RB","14","2025","30","63.8","2.3","16","6.1","7","0.5","20.0","0.23","7","100.0","49","3.5","21.5","1.63","7.00","7.00","33","4.71","7","1.00","0","0.0","0","0","0","0","0","0.0","0","","1","0.033","0","","7","100.0","0","","0","0","0.0","0","95.8","21.9","0.7","","","","100.0","0.36","0.8","10.9","11.6","0.8","0.39","11.6"
"15","Breece Hall","NYJ","RB","16","2025","39","69.6","4.3","39","14.4","9","0.6","20.5","0.23","9","100.0","46","2.9","14.3","1.18","5.11","5.11","7","0.78","8","0.89","0","0.0","0","0","0","1","2","8.0","1","0.11","1","0.026","0","","9","100.0","1","11.1","0","0","0.0","0","88.0","20.9","-2.2","","","","100.0","0.35","0.9","13.6","16.0","1.0","0.41","16.0"
"16","Devin Singletary","NYG","RB","17","2025","19","95.0","-1.5","-9","-6.1","6","0.4","35.3","0.32","6","100.0","44","2.6","33.8","2.32","7.33","7.33","53","8.83","22","3.67","0","0.0","0","0","0","0","2","25.0","1","0.17","1","0.053","0","","6","100.0","1","16.7","0","0","0.0","0","97.2","37.5","1.6","","","","100.0","0.55","0.6","10.4","8.8","0.5","0.47","8.8"
"17","Chuba Hubbard","CAR","RB","15","2025","19","73.1","-0.5","-1","-0.6","2","0.1","8.3","0.11","2","100.0","42","2.8","18.9","2.21","21.00","21.00","43","21.50","1","0.50","1","100.0","0","0","0","0","1","8.3","0","","1","0.053","0","","2","100.0","1","50.0","0","0","0.0","0","158.3","9.5","14.7","","","","100.0","0.64","0.8","12.2","3.1","0.2","0.16","3.1"
"18","Bucky Irving","TB","RB","10","2025","28","82.4","-1.7","-12","-4.4","7","0.7","23.3","0.25","5","71.4","39","3.9","20.4","1.39","5.57","7.80","60","12.00","14","2.80","0","0.0","0","0","0","0","2","14.3","2","0.40","1","0.036","1","14.3","7","100.0","1","14.3","1","0","0.0","0","84.8","24.1","-0.3","","","","100.0","0.32","0.9","8.9","9.8","1.0","0.35","9.8"
"19","TreVeyon Henderson","NE","RB","17","2025","38","84.4","1.6","16","6.0","10","0.6","26.3","0.26","7","70.0","37","2.2","10.8","0.97","3.70","5.29","45","6.43","3","0.43","0","0.0","0","0","0","0","0","0.0","1","0.14","1","0.026","1","10.0","8","80.0","0","","0","0","0.0","0","75.8","27.8","-2.7","","","","100.0","0.28","0.6","10.7","14.4","0.8","0.38","14.4"
"20","Jerome Ford","CLV","RB","13","2025","20","66.7","-2.3","-18","-25.0","8","0.6","28.6","0.40","8","100.0","37","2.8","32.5","1.85","4.63","4.63","55","6.88","9","1.13","0","0.0","1","0","0","0","3","25.0","1","0.13","2","0.100","0","","8","100.0","1","12.5","0","0","0.0","0","85.9","34.8","-1.1","","","","100.0","0.59","0.9","11.7","12.2","0.9","0.61","12.2"
"21","Tyjae Spears","TEN","RB","13","2025","31","73.8","-1.6","-14","-4.5","9","0.7","23.1","0.29","8","88.9","37","2.8","15.4","1.19","4.11","4.63","53","6.63","16","2.00","0","0.0","0","0","0","0","2","7.7","6","0.75","0","0.000","0","","8","88.9","1","11.1","0","0","0.0","0","83.8","23.7","-1.8","","","","100.0","0.38","0.9","11.7","12.7","1.0","0.41","12.7"
"22","Aaron Jones","MIN","RB","12","2025","21","75.0","0.3","2","1.4","7","0.6","31.8","0.33","6","85.7","36","3.0","27.9","1.71","5.14","6.00","37","6.17","7","1.17","0","0.0","0","0","0","0","2","20.0","1","0.17","1","0.048","0","","6","85.7","0","","0","0","0.0","0","88.1","33.3","-0.8","","","","100.0","0.41","0.7","8.6","11.4","1.0","0.55","11.4"
"23","James Cook","BUF","RB","17","2025","26","92.9","0.9","8","4.5","9","0.5","33.3","0.35","8","88.9","35","2.1","18.0","1.35","3.89","4.38","32","4.00","4","0.50","0","0.0","0","0","0","0","1","7.7","2","0.25","1","0.038","0","","8","88.9","0","","1","1","100.0","0","82.9","36.0","-2.6","","","","100.0","0.44","0.7","11.5","14.0","0.8","0.54","14.0"
"24","Tony Pollard","TEN","RB","17","2025","33","68.8","0.1","1","0.4","7","0.4","16.7","0.21","5","71.4","35","2.1","15.6","1.06","5.00","7.00","33","6.60","14","2.80","0","0.0","0","0","0","0","1","5.0","1","0.20","2","0.061","0","","5","71.4","1","14.3","0","0","0.0","0","82.4","17.9","-1.0","","","","100.0","0.26","0.5","8.5","9.9","0.6","0.30","9.9"
"25","Javonte Williams","DAL","RB","16","2025","46","73.0","-4.1","-41","-9.2","10","0.6","17.5","0.22","9","90.0","33","2.1","7.4","0.72","3.30","3.67","76","8.44","15","1.67","0","0.0","2","0","0","0","1","3.0","2","0.22","1","0.022","0","","9","90.0","0","","0","0","0.0","0","80.4","19.2","-2.2","","","","100.0","0.27","0.8","12.3","16.6","1.0","0.36","16.6"
"26","Zach Charbonnet","SEA","RB","16","2025","15","75.0","2.7","8","9.9","3","0.2","15.0","0.20","3","100.0","32","2.0","26.0","2.13","10.67","10.67","24","8.00","4","1.33","0","0.0","0","0","0","0","0","0.0","0","","1","0.067","0","","3","100.0","0","","0","0","0.0","0","111.1","17.6","4.2","","","","100.0","0.41","0.4","6.2","4.4","0.3","0.29","4.4"
"27","Rachaad White","TB","RB","17","2025","33","78.6","-5.0","-30","-12.1","6","0.4","15.8","0.18","6","100.0","31","1.8","9.7","0.94","5.17","5.17","61","10.17","15","2.50","0","0.0","0","0","0","0","4","15.4","1","0.17","1","0.030","0","","6","100.0","3","50.0","0","0","0.0","0","88.2","16.7","-0.1","","","","100.0","0.28","0.5","9.1","11.3","0.7","0.34","11.3"
"28","Samaje Perine","CIN","RB","15","2025","38","80.9","-0.7","-5","-2.4","7","0.5","16.7","0.18","6","85.7","30","2.0","13.3","0.79","4.29","5.00","33","5.50","13","2.17","0","0.0","0","0","0","0","0","0.0","2","0.33","2","0.053","0","","6","85.7","0","","0","0","0.0","0","84.5","18.9","-1.7","","","","100.0","0.24","0.6","9.0","9.7","0.6","0.26","9.7"
"29","Alvin Kamara","NO","RB","11","2025","29","74.4","-0.8","-4","-1.7","5","0.5","14.3","0.17","5","100.0","29","2.6","10.8","1.00","5.80","5.80","33","6.60","6","1.20","0","0.0","0","0","0","0","0","0.0","3","0.60","1","0.034","0","","5","100.0","0","","0","0","0.0","0","90.8","14.3","-0.1","","","","100.0","0.27","0.7","7.9","7.1","0.6","0.24","7.1"
"30","Derrick Henry","BLT","RB","17","2025","18","66.7","-0.3","-1","-0.8","4","0.2","18.2","0.22","4","100.0","29","1.7","13.4","1.61","7.25","7.25","30","7.50","16","4.00","0","0.0","0","0","0","0","1","10.0","2","0.50","1","0.056","0","","4","100.0","0","","0","0","0.0","0","96.9","20.0","1.5","","","","100.0","0.38","0.4","6.9","5.6","0.3","0.31","5.6"
"31","Jonathan Taylor","IND","RB","17","2025","30","65.2","-2.4","-17","-7.0","7","0.4","15.9","0.23","6","85.7","29","1.7","9.7","0.97","4.14","4.83","42","7.00","12","2.00","0","0.0","0","0","0","0","2","6.7","2","0.33","1","0.033","1","14.3","7","100.0","2","28.6","0","0","0.0","0","83.9","16.7","-1.6","","","","100.0","0.30","0.5","8.9","9.9","0.6","0.33","9.9"
"32","Raheem Mostert","LV","RB","12","2025","13","81.3","2.0","4","5.9","2","0.2","15.4","0.15","2","100.0","29","2.4","23.8","2.23","14.50","14.50","25","12.50","6","3.00","0","0.0","0","0","0","0","0","0.0","0","","2","0.154","0","","2","100.0","0","","0","0","0.0","0","118.8","16.7","8.3","","","","100.0","0.38","0.4","4.9","2.8","0.2","0.21","2.8"
"33","Jawhar Jordan","HST","RB","4","2025","5","100.0","-0.7","-2","-100.0","3","0.8","60.0","0.60","3","100.0","28","7.0","87.5","5.60","9.33","9.33","30","10.00","8","2.67","0","0.0","0","0","0","0","1","100.0","1","0.33","1","0.200","0","","3","100.0","1","33.3","0","0","0.0","0","105.6","75.0","3.0","","","","100.0","1.16","1.5","5.8","4.9","1.2","0.98","4.9"
"34","Saquon Barkley","PHI","RB","16","2025","35","56.5","-2.5","-25","-6.7","10","0.6","18.2","0.29","9","90.0","27","1.7","7.3","0.77","2.70","3.00","58","6.44","12","1.33","0","0.0","1","0","0","0","2","7.1","1","0.11","2","0.057","0","","9","90.0","1","10.0","0","0","0.0","0","79.2","20.4","-3.0","","","","100.0","0.33","0.7","11.7","14.8","0.9","0.42","14.8"
"35","Jaylen Warren","PIT","RB","16","2025","20","76.9","-3.0","-18","-38.3","6","0.4","25.0","0.30","5","83.3","26","1.6","14.3","1.30","4.33","5.20","39","7.80","15","3.00","0","0.0","0","0","0","0","1","8.3","2","0.40","1","0.050","1","16.7","6","100.0","0","","1","1","100.0","0","84.7","27.3","-1.1","","","","100.0","0.38","0.5","7.6","9.1","0.6","0.45","9.1"
"36","Brashard Smith","KC","RB","17","2025","8","100.0","-4.8","-19","475.0","4","0.2","50.0","0.50","3","75.0","25","1.5","61.0","3.13","6.25","8.33","39","13.00","2","0.67","0","0.0","0","0","0","0","3","60.0","1","0.33","1","0.125","0","","4","100.0","3","75.0","0","0","0.0","0","90.6","57.1","0.7","","","","100.0","0.69","0.3","5.5","5.1","0.3","0.64","5.1"
"37","Bhayshul Tuten","JAX","RB","15","2025","11","84.6","6.0","12","11.7","2","0.1","16.7","0.18","2","100.0","24","1.6","15.7","2.18","12.00","12.00","12","6.00","1","0.50","1","100.0","1","0","0","0","2","16.7","1","0.50","1","0.091","0","","2","100.0","0","","0","0","0.0","0","156.3","16.7","5.5","","","","100.0","0.95","0.7","10.4","3.4","0.2","0.31","3.4"
"38","Dylan Sampson","CLV","RB","15","2025","9","75.0","-0.4","-2","-6.5","5","0.3","45.5","0.56","4","80.0","24","1.6","51.1","2.67","4.80","6.00","28","7.00","7","1.75","0","0.0","0","0","0","0","2","28.6","1","0.25","1","0.111","0","","4","80.0","1","20.0","0","0","0.0","0","86.7","50.0","-1.3","","","","100.0","0.71","0.4","6.4","7.2","0.5","0.80","7.2"
"39","Malik Washington","MIA","WR","17","2025","2","66.7","4.0","4","25.0","1","0.1","33.3","0.50","1","100.0","23","1.4","79.3","11.50","23.00","23.00","19","19.00","17","17.00","0","0.0","0","0","0","0","0","0.0","2","2.00","1","0.500","0","","1","100.0","0","","0","0","0.0","0","118.8","33.3","17.0","","","","100.0","1.65","0.2","3.3","2.8","0.2","1.42","2.8"
"40","Kareem Hunt","KC","RB","17","2025","16","61.5","1.7","5","8.9","3","0.2","15.8","0.19","3","100.0","23","1.4","15.4","1.44","7.67","7.67","18","6.00","6","2.00","0","0.0","0","0","0","0","1","8.3","1","0.33","1","0.063","0","","3","100.0","0","","0","0","0.0","0","98.6","15.8","1.4","","","","100.0","0.33","0.3","5.3","4.2","0.2","0.26","4.2"
"41","Keaton Mitchell","BLT","RB","13","2025","11","91.7","-1.0","-4","-9.1","4","0.3","50.0","0.36","3","75.0","22","1.7","61.1","2.00","5.50","7.33","25","8.33","3","1.00","0","0.0","0","0","0","0","1","20.0","0","","0","0.000","1","25.0","4","100.0","1","25.0","0","0","0.0","0","47.9","50.0","-0.2","","","","100.0","0.47","0.4","5.2","5.7","0.4","0.52","5.7"
"42","Kyren Williams","LA","RB","17","2025","24","64.9","0.5","2","0.9","4","0.2","11.4","0.17","4","100.0","21","1.2","8.4","0.88","5.25","5.25","19","4.75","6","1.50","0","0.0","0","0","0","0","1","5.6","0","","0","0.000","0","","4","100.0","1","25.0","0","0","0.0","0","88.5","12.5","-0.9","","","","100.0","0.25","0.4","6.1","5.7","0.3","0.24","5.7"
"43","Brock Wright","DET","TE","11","2025","1","100.0","4.0","4","100.0","1","0.1","100.0","1.00","1","100.0","20","1.8","100.0","20.00","20.00","20.00","16","16.00","2","2.00","0","0.0","0","0","0","0","1","100.0","0","","1","1.000","0","","1","100.0","0","","0","0","0.0","0","118.8","100.0","13.9","","","","100.0","3.00","0.3","3.0","1.5","0.1","1.46","1.5"
"44","Devin Neal","NO","RB","9","2025","15","65.2","-1.7","-5","-3.0","3","0.3","13.6","0.20","3","100.0","20","2.2","15.2","1.33","6.67","6.67","25","8.33","4","1.33","0","0.0","0","0","0","0","1","10.0","0","","0","0.000","0","","3","100.0","0","","0","0","0.0","0","94.4","15.0","1.3","","","","100.0","0.33","0.6","5.0","4.4","0.5","0.30","4.4"
"45","Ameer Abdullah","IND","RB","13","2025","8","88.9","-0.3","-1","-4.8","3","0.2","37.5","0.38","3","100.0","20","1.5","29.4","2.50","6.67","6.67","21","7.00","8","2.67","0","0.0","0","0","0","0","0","0.0","3","1.00","0","0.000","0","","3","100.0","0","","0","0","0.0","0","94.4","37.5","0.9","","","","100.0","0.63","0.4","5.0","4.1","0.3","0.51","4.1"
"46","Omarion Hampton","LAC","RB","9","2025","20","90.9","-1.3","-5","-2.6","4","0.4","21.1","0.20","4","100.0","20","2.2","8.8","1.00","5.00","5.00","25","6.25","17","4.25","0","0.0","0","0","0","0","1","8.3","1","0.25","1","0.050","0","","4","100.0","1","25.0","1","1","100.0","0","87.5","21.1","-0.6","","","","100.0","0.30","0.7","6.0","7.4","0.8","0.37","7.4"
"47","Austin Ekeler","WAS","RB","2","2025","9","90.0","-0.3","-1","-9.1","4","2.0","44.4","0.44","3","75.0","20","10.0","28.2","2.22","5.00","6.67","21","7.00","6","2.00","0","0.0","0","0","0","0","0","0.0","0","","1","0.111","0","","3","75.0","0","","0","0","0.0","0","85.4","44.4","-1.0","","","","100.0","0.56","2.5","5.0","5.5","2.7","0.61","5.5"
"48","AJ Dillon","PHI","RB","7","2025","4","100.0","3.5","7","18.4","2","0.3","50.0","0.50","2","100.0","18","2.6","30.0","4.50","9.00","9.00","11","5.50","5","2.50","0","0.0","0","0","0","0","0","0.0","1","0.50","0","0.000","0","","2","100.0","0","","0","0","0.0","0","104.2","50.0","2.4","","","","100.0","0.70","0.4","2.8","2.9","0.4","0.71","2.9"
"49","Tyler Allgeier","ATL","RB","17","2025","14","60.9","0.6","3","3.9","5","0.3","21.7","0.36","4","80.0","18","1.1","11.3","1.29","3.60","4.50","11","2.75","3","0.75","0","0.0","0","0","0","0","0","0.0","0","","1","0.071","1","20.0","5","100.0","0","","0","0","0.0","0","81.7","23.8","-2.6","","","","100.0","0.41","0.3","5.8","7.3","0.4","0.52","7.3"
"50","Will Shipley","PHI","RB","15","2025","10","76.9","0.0","0","0.0","2","0.1","16.7","0.20","2","100.0","17","1.1","23.6","1.70","8.50","8.50","17","8.50","2","1.00","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","2","100.0","0","","0","0","0.0","0","102.1","22.2","2.5","","","","100.0","0.37","0.2","3.7","2.8","0.2","0.28","2.8"
"51","Tyler Badie","DEN","RB","16","2025","14","66.7","4.2","25","19.4","6","0.4","28.6","0.43","3","50.0","17","1.1","19.8","1.21","2.83","5.67","26","8.67","2","0.67","0","0.0","0","1","0","1","3","23.1","0","","1","0.071","1","16.7","4","66.7","1","16.7","0","0","0.0","0","56.3","28.6","-3.8","","","","100.0","0.34","0.3","4.7","7.5","0.5","0.54","7.5"
"52","Ray Davis","BUF","RB","17","2025","7","77.8","-1.3","-5","-25.0","4","0.2","44.4","0.57","3","75.0","17","1.0","38.6","2.43","4.25","5.67","28","9.33","7","2.33","0","0.0","1","0","0","0","1","20.0","0","","1","0.143","1","25.0","4","100.0","1","25.0","0","0","0.0","0","82.3","44.4","-1.7","","","","100.0","0.67","0.3","4.7","5.6","0.3","0.79","5.6"
"53","Audric Estime","NO","RB","6","2025","8","80.0","-2.0","-6","-6.6","3","0.5","30.0","0.38","3","100.0","17","2.8","23.0","2.13","5.67","5.67","23","7.67","16","5.33","0","0.0","0","0","0","0","0","0.0","2","0.67","1","0.125","0","","3","100.0","0","","0","0","0.0","0","90.3","30.0","-0.3","","","","100.0","0.59","0.8","4.7","4.5","0.7","0.56","4.5"
"54","Dare Ogunbowale","HST","RB","17","2025","14","60.9","-2.0","-8","-11.4","4","0.2","21.1","0.29","3","75.0","16","0.9","12.9","1.14","4.00","5.33","18","6.00","6","2.00","0","0.0","0","0","0","0","1","11.1","0","","0","0.000","1","25.0","4","100.0","1","25.0","0","0","0.0","0","81.3","22.2","-1.9","","","","100.0","0.33","0.3","4.6","5.0","0.3","0.36","5.0"
"55","Jordan Mason","MIN","RB","16","2025","17","60.7","-3.8","-15","-16.7","4","0.3","17.4","0.24","4","100.0","16","1.0","12.9","0.94","4.00","4.00","31","7.75","12","3.00","0","0.0","0","0","0","0","1","7.7","1","0.25","0","0.000","0","","4","100.0","1","25.0","0","0","0.0","0","83.3","18.2","-1.8","","","","100.0","0.33","0.4","5.6","5.5","0.3","0.32","5.5"
"56","Elijah Higgins","ARZ","TE","17","2025","2","100.0","2.0","2","4.8","1","0.1","50.0","0.50","1","100.0","16","0.9","27.1","8.00","16.00","16.00","14","14.00","9","9.00","0","0.0","0","0","0","0","0","0.0","1","1.00","1","0.500","0","","1","100.0","0","","0","0","0.0","0","118.8","50.0","9.6","","","","100.0","1.30","0.2","2.6","1.4","0.1","0.72","1.4"
"57","Jeremy McNichols","WAS","RB","17","2025","20","80.0","-0.3","-1","-0.4","3","0.2","15.8","0.15","3","100.0","16","0.9","11.1","0.80","5.33","5.33","17","5.67","6","2.00","0","0.0","0","0","0","0","1","9.1","1","0.33","1","0.050","0","","3","100.0","1","33.3","0","0","0.0","0","88.9","18.8","-0.8","","","","100.0","0.23","0.3","4.6","4.2","0.2","0.21","4.2"
"58","Malik Davis","DAL","RB","10","2025","13","72.2","5.0","10","5.9","2","0.2","13.3","0.15","2","100.0","16","1.6","9.6","1.23","8.00","8.00","6","3.00","1","0.50","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","2","100.0","0","","1","1","100.0","0","100.0","15.4","0.8","","","","100.0","0.28","0.4","3.6","4.1","0.4","0.32","4.1"
"59","Ty Johnson","BUF","RB","17","2025","15","71.4","-4.0","-4","-2.7","1","0.1","5.9","0.07","1","100.0","16","0.9","8.6","1.07","16.00","16.00","20","20.00","13","13.00","0","0.0","0","0","0","0","0","0.0","1","1.00","1","0.067","0","","1","100.0","0","","0","0","0.0","0","118.8","6.3","10.4","","","","100.0","0.17","0.2","2.6","1.4","0.1","0.09","1.4"
"60","David Montgomery","DET","RB","17","2025","20","64.5","-2.5","-10","-6.5","4","0.2","15.4","0.20","4","100.0","15","0.9","4.8","0.75","3.75","3.75","25","6.25","6","1.50","0","0.0","0","0","0","0","1","5.3","3","0.75","1","0.050","0","","4","100.0","1","25.0","0","0","0.0","0","82.3","15.4","-1.8","","","","100.0","0.28","0.3","5.5","5.1","0.3","0.25","5.1"
"61","Trey Benson","ARZ","RB","4","2025","9","90.0","0.5","1","2.6","2","0.5","25.0","0.22","2","100.0","15","3.8","38.5","1.67","7.50","7.50","14","7.00","1","0.50","0","0.0","0","0","0","0","0","0.0","0","","1","0.111","0","","2","100.0","0","","0","0","0.0","0","97.9","25.0","1.1","","","","100.0","0.39","0.9","3.5","3.0","0.7","0.33","3.0"
"62","Cam Skattebo","NYG","RB","8","2025","20","90.9","1.0","4","3.0","4","0.5","22.2","0.20","2","50.0","14","1.8","12.0","0.70","3.50","7.00","9","4.50","4","2.00","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","2","50.0","0","","0","0","0.0","0","58.3","25.0","-2.7","","","","100.0","0.17","0.4","3.4","5.8","0.7","0.29","5.8"
"63","Quinshon Judkins","CLV","RB","14","2025","21","87.5","2.0","8","7.5","4","0.3","19.0","0.19","3","75.0","14","1.0","9.9","0.67","3.50","4.67","8","2.67","3","1.00","0","0.0","0","0","0","0","0","0.0","0","","1","0.048","1","25.0","4","100.0","0","","1","1","100.0","0","39.6","21.1","-2.8","","","","100.0","0.21","0.3","4.4","6.4","0.5","0.31","6.4"
"64","D'Andre Swift","CHI","RB","16","2025","36","81.8","-0.8","-7","-2.9","9","0.6","23.7","0.25","6","66.7","13","0.8","6.6","0.36","1.44","2.17","28","4.67","7","1.17","0","0.0","0","0","0","0","2","11.1","0","","1","0.028","1","11.1","7","77.8","2","22.2","0","0","0.0","0","70.1","25.7","-4.6","","","","100.0","0.20","0.5","7.3","14.5","0.9","0.40","14.5"
"65","Josh Jacobs","GB","RB","15","2025","19","79.2","-5.0","-15","-9.4","3","0.2","14.3","0.16","3","100.0","13","0.9","5.0","0.68","4.33","4.33","28","9.33","6","2.00","0","0.0","0","0","0","0","1","7.7","1","0.33","0","0.000","0","","3","100.0","1","33.3","0","0","0.0","0","84.7","15.0","-1.5","","","","100.0","0.23","0.3","4.3","5.9","0.4","0.31","5.9"
"66","Jacory Croskey-Merritt","WAS","RB","17","2025","14","77.8","-0.5","-1","-0.9","2","0.1","14.3","0.14","2","100.0","12","0.7","7.6","0.86","6.00","6.00","13","6.50","13","6.50","0","0.0","0","0","0","0","2","18.2","0","","0","0.000","0","","2","100.0","1","50.0","0","0","0.0","0","91.7","15.4","-0.2","","","","100.0","0.23","0.2","3.2","2.5","0.1","0.18","2.5"
