"Player Details","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"34","Michael Mayer","LV","TE","13","2025","19","63.3","3.0","15","8.8","5","0.4","18.5","0.26","3","60.0","26","2.0","17.9","1.37","5.20","8.67","15","5.00","4","1.33","0","0.0","0","0","0","0","3","15.8","0","","0","0.000","0","","3","60.0","0","","1","0","0.0","0","73.8","18.5","-1.0","","","100.0","","0.29","0.4","5.6","7.3","0.6","0.38","7.3"
"35","Tucker Kraft","GB","TE","8","2025","11","73.3","6.0","12","150.0","2","0.3","14.3","0.18","2","100.0","25","3.1","26.0","2.27","12.50","12.50","13","6.50","4","2.00","0","0.0","0","0","0","0","2","33.3","0","","0","0.000","0","","2","100.0","1","50.0","0","0","0.0","0","118.8","15.4","5.1","","","100.0","","0.41","0.6","4.5","4.3","0.5","0.39","4.3"
"36","Josh Oliver","MIN","TE","15","2025","9","64.3","5.5","11","39.3","2","0.1","16.7","0.22","2","100.0","25","1.7","30.1","2.78","12.50","12.50","14","7.00","1","0.50","0","0.0","0","0","0","0","1","14.3","0","","2","0.222","0","","2","100.0","0","","1","1","100.0","0","118.8","20.0","5.5","","","100.0","","0.50","0.3","4.5","2.9","0.2","0.33","2.9"
"37","Dallas Goedert","PHI","TE","15","2025","23","92.0","3.5","14","6.2","4","0.3","18.2","0.17","3","75.0","24","1.6","12.5","1.04","6.00","8.00","14","4.67","10","3.33","0","0.0","0","0","0","0","2","18.2","0","","2","0.087","1","25.0","4","100.0","0","","0","0","0.0","0","89.6","21.1","-0.3","","","100.0","","0.23","0.4","5.4","5.6","0.4","0.25","5.6"
"38","Gunnar Helm","TEN","TE","16","2025","22","73.3","0.4","2","2.6","5","0.3","20.0","0.23","4","80.0","23","1.4","21.1","1.05","4.60","5.75","22","5.50","7","1.75","0","0.0","0","0","0","0","5","38.5","0","","0","0.000","1","20.0","5","100.0","2","40.0","0","0","0.0","0","85.8","22.7","-1.1","","","100.0","","0.29","0.4","6.3","6.9","0.4","0.32","6.9"
"39","Tyler Higbee","LA","TE","10","2025","8","88.9","4.3","13","48.1","3","0.3","37.5","0.38","3","100.0","23","2.3","47.9","2.88","7.67","7.67","10","3.33","4","1.33","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","3","100.0","0","","1","1","100.0","0","98.6","42.9","1.2","","","100.0","","0.66","0.5","5.3","4.1","0.4","0.51","4.1"
"40","Tommy Tremble","CAR","TE","17","2025","17","81.0","0.8","3","4.4","4","0.2","21.1","0.24","4","100.0","23","1.4","25.3","1.35","5.75","5.75","20","5.00","9","2.25","0","0.0","0","0","0","0","4","36.4","0","","1","0.059","0","","4","100.0","1","25.0","0","0","0.0","0","90.6","26.7","-0.3","","","100.0","","0.37","0.4","6.3","5.7","0.3","0.33","5.7"
"41","John Bates","WAS","TE","15","2025","13","76.5","8.0","8","5.7","1","0.1","7.7","0.08","1","100.0","22","1.5","12.0","1.69","22.00","22.00","14","14.00","3","3.00","0","0.0","0","0","0","0","0","0.0","0","","1","0.077","0","","1","100.0","0","","0","0","0.0","0","118.8","7.7","14.3","","","100.0","","0.25","0.2","3.2","1.4","0.1","0.11","1.4"
"42","Greg Dulcich","MIA","TE","10","2025","12","92.3","1.5","3","4.2","2","0.2","15.4","0.17","2","100.0","21","2.1","30.0","1.75","10.50","10.50","18","9.00","7","3.50","0","0.0","0","0","0","0","1","12.5","2","1.00","1","0.083","0","","2","100.0","0","","0","0","0.0","0","110.4","16.7","4.8","","","100.0","","0.34","0.4","4.1","2.8","0.3","0.23","2.8"
"43","Dawson Knox","BUF","TE","17","2025","11","73.3","2.5","5","5.6","2","0.1","14.3","0.18","2","100.0","21","1.2","20.2","1.91","10.50","10.50","16","8.00","4","2.00","0","0.0","0","0","0","0","2","22.2","0","","2","0.182","0","","2","100.0","1","50.0","0","0","0.0","0","110.4","15.4","4.4","","","100.0","","0.37","0.2","4.1","3.1","0.2","0.28","3.1"
"44","Charlie Kolar","BLT","TE","17","2025","14","93.3","14.0","14","25.0","1","0.1","10.0","0.07","1","100.0","20","1.2","28.6","1.43","20.00","20.00","6","6.00","","","0","0.0","0","0","0","0","1","16.7","0","","1","0.071","0","","1","100.0","0","","0","0","0.0","0","118.8","10.0","9.7","","","100.0","","0.21","0.2","3.0","1.6","0.1","0.11","1.6"
"45","Travis Kelce","KC","TE","17","2025","11","73.3","8.0","16","94.1","2","0.1","15.4","0.18","2","100.0","20","1.2","17.5","1.82","10.00","10.00","4","2.00","2","1.00","0","0.0","0","0","0","0","2","25.0","0","","1","0.091","0","","2","100.0","0","","0","0","0.0","0","108.3","15.4","2.6","","","100.0","","0.36","0.2","4.0","2.8","0.2","0.26","2.8"
"46","Chig Okonkwo","TEN","TE","17","2025","22","75.9","7.0","21","12.6","3","0.2","10.7","0.14","2","66.7","19","1.1","9.5","0.86","6.33","9.50","0","","","","0","0.0","0","0","0","0","1","8.3","0","","1","0.045","0","","2","66.7","0","","0","0","0.0","0","84.0","12.0","-2.0","","","100.0","","0.18","0.2","3.9","4.7","0.3","0.22","4.7"
"47","Luke Schoonmaker","DAL","TE","17","2025","13","76.5","8.7","26","25.0","3","0.2","17.6","0.23","2","66.7","17","1.0","11.7","1.31","5.67","8.50","14","7.00","12","6.00","0","0.0","0","0","0","1","3","25.0","1","0.50","1","0.077","0","","2","66.7","0","","0","0","0.0","0","81.3","20.0","-2.1","","","100.0","","0.28","0.2","3.7","3.4","0.2","0.26","3.4"
"48","Charlie Woerner","ATL","TE","17","2025","10","62.5","3.5","7","7.8","2","0.1","13.3","0.20","2","100.0","17","1.0","16.3","1.70","8.50","8.50","10","5.00","2","1.00","0","0.0","0","0","0","0","1","12.5","0","","1","0.100","0","","2","100.0","0","","0","0","0.0","0","102.1","15.4","2.1","","","100.0","","0.37","0.2","3.7","2.9","0.2","0.29","2.9"
"49","Will Dissly","LAC","TE","9","2025","11","100.0","4.3","13","9.6","3","0.3","33.3","0.27","3","100.0","17","1.9","17.9","1.55","5.67","5.67","4","1.33","2","0.67","0","0.0","0","0","0","0","1","25.0","0","","0","0.000","0","","3","100.0","0","","0","0","0.0","0","90.3","33.3","-0.8","","","100.0","","0.43","0.5","4.7","4.3","0.5","0.39","4.3"
"50","Julian Hill","MIA","TE","14","2025","13","56.5","5.5","11","14.1","2","0.1","11.1","0.15","2","100.0","15","1.1","9.9","1.15","7.50","7.50","4","2.00","1","0.50","0","0.0","1","0","0","0","0","0.0","0","","1","0.077","0","","2","100.0","0","","0","0","0.0","0","97.9","11.8","0.7","","","100.0","","0.27","0.3","3.5","2.7","0.2","0.21","2.7"
"51","Jaxon Smith-Njigba","SEA","WR","17","2025","1","100.0","4.0","4","100.0","1","0.1","100.0","1.00","1","100.0","14","0.8","100.0","14.00","14.00","14.00","10","10.00","1","1.00","0","0.0","0","0","0","0","1","100.0","0","","0","0.000","0","","1","100.0","0","","0","0","0.0","0","118.8","100.0","8.0","","","100.0","","2.40","0.1","2.4","1.3","0.1","1.35","1.3"
"52","Ben Sinnott","WAS","TE","16","2025","4","57.1","3.0","6","12.0","2","0.1","33.3","0.50","2","100.0","14","0.9","18.9","3.50","7.00","7.00","8","4.00","6","3.00","0","0.0","0","0","0","0","2","40.0","1","0.50","1","0.250","0","","2","100.0","0","","0","0","0.0","0","95.8","33.3","0.9","","","100.0","","0.85","0.2","3.4","2.9","0.2","0.72","2.9"
"53","Quintin Morris","JAX","TE","13","2025","2","50.0","10.0","10","27.8","1","0.1","25.0","0.50","1","100.0","14","1.1","32.6","7.00","14.00","14.00","4","4.00","","","0","0.0","0","0","0","0","1","33.3","0","","1","0.500","0","","1","100.0","0","","0","0","0.0","0","118.8","25.0","6.2","","","100.0","","1.20","0.2","2.4","1.0","0.1","0.50","1.0"
"54","Colston Loveland","CHI","TE","16","2025","22","81.5","5.0","10","7.2","2","0.1","9.1","0.09","2","100.0","14","0.9","10.3","0.64","7.00","7.00","4","2.00","1","0.50","0","0.0","0","0","0","0","1","12.5","0","","1","0.045","0","","2","100.0","0","","0","0","0.0","0","95.8","10.0","0.4","","","100.0","","0.15","0.2","3.4","2.8","0.2","0.13","2.8"
"55","Keleki Latu","BUF","TE","5","2025","4","100.0","3.5","7","25.9","2","0.4","50.0","0.50","2","100.0","14","2.8","40.0","3.50","7.00","7.00","7","3.50","7","3.50","0","0.0","0","0","0","0","0","0.0","1","0.50","1","0.250","0","","2","100.0","0","","1","1","100.0","0","95.8","50.0","0.8","","","100.0","","0.85","0.7","3.4","3.0","0.6","0.74","3.0"
"56","Ian Thomas","LV","TE","15","2025","7","38.9","4.5","9","5.3","2","0.1","11.1","0.29","2","100.0","14","0.9","17.9","2.00","7.00","7.00","5","2.50","1","0.50","0","0.0","0","0","0","0","2","16.7","0","","0","0.000","0","","2","100.0","0","","0","0","0.0","0","95.8","11.8","0.3","","","100.0","","0.49","0.2","3.4","3.4","0.2","0.48","3.4"
"57","Drew Sample","CIN","TE","17","2025","24","70.6","-2.5","-5","-7.0","2","0.1","6.9","0.08","2","100.0","12","0.7","10.5","0.50","6.00","6.00","17","8.50","5","2.50","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","2","100.0","0","","0","0","0.0","0","91.7","7.4","0.6","","","100.0","","0.13","0.2","3.2","2.8","0.2","0.12","2.8"
"58","Dalton Kincaid","BUF","TE","12","2025","5","100.0","10.0","10","43.5","1","0.1","25.0","0.20","1","100.0","12","1.0","31.6","2.40","12.00","12.00","2","2.00","2","2.00","0","0.0","0","0","0","0","1","33.3","0","","1","0.200","0","","1","100.0","0","","0","0","0.0","0","116.7","25.0","4.2","","","100.0","","0.44","0.2","2.2","1.5","0.1","0.31","1.5"
"59","Adam Trautman","DEN","TE","17","2025","15","53.6","4.0","8","3.9","2","0.1","8.0","0.13","1","50.0","12","0.7","7.1","0.80","6.00","12.00","7","7.00","1","1.00","0","0.0","0","0","0","0","0","0.0","0","","1","0.067","1","50.0","2","100.0","0","","0","0","0.0","0","68.8","8.3","-0.4","","","100.0","","0.15","0.1","2.2","2.8","0.2","0.19","2.8"
"60","George Kittle","SF","TE","11","2025","13","76.5","2.0","4","6.1","2","0.2","14.3","0.15","2","100.0","11","1.0","13.4","0.85","5.50","5.50","7","3.50","2","1.00","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","2","100.0","0","","0","0","0.0","0","89.6","15.4","-0.5","","","100.0","","0.24","0.3","3.1","2.4","0.2","0.19","2.4"
"61","Mitchell Evans","CAR","TE","17","2025","11","78.6","3.0","9","100.0","3","0.2","27.3","0.27","2","66.7","11","0.6","30.6","1.00","3.67","5.50","5","2.50","2","1.00","0","0.0","0","0","0","0","1","33.3","0","","1","0.091","1","33.3","3","100.0","0","","1","1","100.0","0","72.9","50.0","-2.6","","","100.0","","0.28","0.2","3.1","4.0","0.2","0.37","4.0"
"62","Tyjae Spears","TEN","RB","13","2025","2","100.0","-1.0","-1","-2.6","1","0.1","50.0","0.50","1","100.0","11","0.8","19.0","5.50","11.00","11.00","12","12.00","3","3.00","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","1","100.0","0","","0","0","0.0","0","112.5","50.0","5.2","","","100.0","","1.05","0.2","2.1","1.7","0.1","0.84","1.7"
"63","Darren Waller","MIA","TE","9","2025","5","100.0","4.0","8","26.7","2","0.2","50.0","0.40","2","100.0","11","1.2","42.3","2.20","5.50","5.50","3","1.50","","","0","0.0","0","0","0","0","1","50.0","0","","0","0.000","0","","2","100.0","0","","0","0","0.0","0","89.6","50.0","-0.6","","","100.0","","0.62","0.3","3.1","2.6","0.3","0.52","2.6"
"64","D'Andre Swift","CHI","RB","16","2025","3","100.0","4.0","4","9.8","1","0.1","33.3","0.33","1","100.0","10","0.6","100.0","3.33","10.00","10.00","6","6.00","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","1","100.0","0","","0","0","0.0","0","108.3","33.3","3.3","","","100.0","","0.67","0.1","2.0","1.3","0.1","0.43","1.3"
"65","Theo Johnson","NYG","TE","15","2025","12","66.7","1.0","3","4.5","3","0.2","18.8","0.25","3","100.0","10","0.7","12.5","0.83","3.33","3.33","7","2.33","2","0.67","0","0.0","1","0","0","0","1","20.0","0","","0","0.000","0","","3","100.0","1","33.3","1","1","100.0","0","80.6","20.0","-2.3","","","100.0","","0.33","0.3","4.0","4.7","0.3","0.39","4.7"
