"Player Details","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"11","Darren Waller","MIA","TE","9","2025","2","100.0","10.0","10","100.0","1","0.1","50.0","0.50","1","100.0","9","1.0","100.0","4.50","9.00","9.00","0","","","","1","100.0","1","1","1","0","1","100.0","0","","1","0.500","0","","1","100.0","0","","0","0","0.0","0","143.8","100.0","1.2","","","100.0","","3.95","0.9","7.9","3.2","0.4","1.61","3.2"
"12","Davis Allen","LA","TE","17","2025","3","42.9","6.5","13","21.3","2","0.1","28.6","0.67","1","50.0","8","0.5","17.0","2.67","4.00","8.00","5","5.00","2","2.00","1","20.0","2","1","0","0","2","33.3","0","","1","0.333","0","","1","50.0","0","","0","0","0.0","0","100.0","28.6","-3.0","","","100.0","","2.60","0.5","7.8","5.2","0.3","1.73","5.2"
"13","Colby Parkinson","LA","TE","15","2025","5","33.3","2.0","6","9.1","3","0.2","20.0","0.60","3","100.0","7","0.5","33.3","1.40","2.33","2.33","2","0.67","1","0.33","1","11.1","2","1","1","0","1","7.7","0","","2","0.400","0","","3","100.0","0","","1","1","100.0","0","118.8","20.0","-3.6","","","100.0","","1.94","0.6","9.7","8.4","0.6","1.68","8.4"
"14","Brock Bowers","LV","TE","12","2025","3","100.0","2.0","2","25.0","1","0.1","33.3","0.33","1","100.0","7","0.6","53.8","2.33","7.00","7.00","5","5.00","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","1","100.0","0","","0","0","0.0","0","95.8","50.0","0.6","","","100.0","","0.57","0.1","1.7","1.5","0.1","0.50","1.5"
"15","Hunter Henry","NE","TE","17","2025","6","66.7","10.5","21","45.7","2","0.1","25.0","0.33","1","50.0","5","0.3","13.5","0.83","2.50","5.00","0","","","","1","50.0","2","1","1","0","2","50.0","0","","1","0.167","0","","2","100.0","0","","1","0","0.0","0","95.8","40.0","-5.8","","","100.0","","1.25","0.4","7.5","7.1","0.4","1.18","7.1"
"16","Mo Alie-Cox","IND","TE","17","2025","7","77.8","10.0","10","25.6","1","0.1","14.3","0.14","1","100.0","5","0.3","31.3","0.71","5.00","5.00","0","","","","1","50.0","1","1","1","0","1","33.3","0","","1","0.143","0","","1","100.0","0","","1","1","100.0","0","127.1","20.0","-2.8","","","100.0","","1.07","0.4","7.5","2.7","0.2","0.39","2.7"
"17","Travis Kelce","KC","TE","17","2025","5","71.4","4.0","8","26.7","2","0.1","28.6","0.40","1","50.0","5","0.3","14.3","1.00","2.50","5.00","1","1.00","","","0","0.0","1","0","0","0","2","33.3","0","","1","0.200","1","50.0","2","100.0","0","","0","0","0.0","0","16.7","28.6","-3.6","","","100.0","","0.30","0.1","1.5","4.3","0.3","0.85","4.3"
"18","John Bates","WAS","TE","15","2025","6","85.7","5.5","11","26.2","2","0.1","33.3","0.33","2","100.0","4","0.3","10.0","0.67","2.00","2.00","2","1.00","1","0.50","1","100.0","1","1","1","0","2","40.0","0","","1","0.167","0","","2","100.0","0","","0","0","0.0","0","118.8","40.0","-5.0","","","100.0","","1.40","0.6","8.4","5.3","0.4","0.89","5.3"
"19","Dawson Knox","BUF","TE","17","2025","12","80.0","3.0","15","16.7","5","0.3","38.5","0.42","2","40.0","3","0.2","5.7","0.25","0.60","1.50","4","2.00","1","0.50","1","33.3","5","2","0","0","2","25.0","0","","1","0.083","1","20.0","5","100.0","0","","2","0","0.0","0","87.5","38.5","-6.7","","","100.0","","0.69","0.5","8.3","12.2","0.7","1.02","12.2"
"20","Theo Johnson","NYG","TE","15","2025","5","83.3","-2.0","-2","-8.3","1","0.1","16.7","0.20","1","100.0","3","0.2","12.5","0.60","3.00","3.00","5","5.00","1","1.00","1","100.0","1","0","0","0","1","50.0","0","","1","0.200","0","","1","100.0","1","100.0","0","0","0.0","0","118.8","25.0","-1.9","","","100.0","","1.46","0.5","7.3","4.0","0.3","0.80","4.0"
"21","AJ Barner","SEA","TE","17","2025","5","55.6","11.0","11","17.5","1","0.1","11.1","0.20","1","100.0","2","0.1","4.3","0.40","2.00","2.00","0","","","","1","33.3","1","1","1","0","0","0.0","0","","1","0.200","0","","1","100.0","0","","0","0","0.0","0","118.8","14.3","-6.7","","","100.0","","1.44","0.4","7.2","3.9","0.2","0.78","3.9"
"22","Darnell Washington","PIT","TE","16","2025","6","75.0","3.0","3","10.3","1","0.1","14.3","0.17","1","100.0","2","0.1","13.3","0.33","2.00","2.00","0","","","","1","25.0","1","1","1","0","0","0.0","0","","1","0.167","0","","1","100.0","0","","0","0","0.0","0","118.8","16.7","-4.3","","","100.0","","1.20","0.5","7.2","5.0","0.3","0.83","5.0"
"23","Michael Mayer","LV","TE","13","2025","6","66.7","0.0","0","0.0","1","0.1","11.1","0.17","1","100.0","2","0.2","2.1","0.33","2.00","2.00","2","2.00","1","1.00","0","0.0","1","0","0","0","1","12.5","1","1.00","0","0.000","0","","1","100.0","0","","1","1","100.0","0","79.2","11.1","-3.3","","","100.0","","0.20","0.1","1.2","2.8","0.2","0.47","2.8"
"24","George Kittle","SF","TE","11","2025","4","66.7","10.0","10","31.3","1","0.1","16.7","0.25","1","100.0","1","0.1","11.1","0.25","1.00","1.00","0","","","","1","33.3","1","1","1","0","1","25.0","0","","1","0.250","0","","1","100.0","0","","0","0","0.0","0","118.8","20.0","-6.8","","","100.0","","1.78","0.6","7.1","3.1","0.3","0.78","3.1"
"25","Harold Fannin","CLV","TE","16","2025","2","40.0","-1.0","-2","-10.5","2","0.1","40.0","1.00","1","50.0","1","0.1","11.1","0.50","0.50","1.00","1","1.00","","","1","100.0","1","0","0","0","1","33.3","0","","1","0.500","0","","1","50.0","0","","0","0","0.0","0","95.8","40.0","-4.6","","","100.0","","3.55","0.4","7.1","5.8","0.4","2.91","5.8"
"26","Trey McBride","ARZ","TE","17","2025","3","100.0","8.0","8","47.1","1","0.1","33.3","0.33","1","100.0","1","0.1","20.0","0.33","1.00","1.00","0","","","","1","50.0","1","1","1","0","1","33.3","0","","1","0.333","0","","1","100.0","0","","0","0","0.0","0","118.8","33.3","-6.7","","","100.0","","2.37","0.4","7.1","3.6","0.2","1.18","3.6"
"27","Dontayvion Wicks","GB","WR","14","2025","1","50.0","0.0","0","0.0","1","0.1","50.0","1.00","1","100.0","1","0.1","50.0","1.00","1.00","1.00","1","1.00","","","1","50.0","1","0","0","0","1","50.0","0","","1","1.000","0","","1","100.0","0","","0","0","0.0","0","118.8","50.0","-5.0","","","100.0","","7.10","0.5","7.1","4.4","0.3","4.36","4.4"
"28","Jake Ferguson","DAL","TE","17","2025","4","40.0","2.0","2","3.9","1","0.1","10.0","0.25","1","100.0","1","0.1","2.9","0.25","1.00","1.00","0","","","","1","50.0","1","1","1","0","1","11.1","0","","1","0.250","0","","1","100.0","0","","0","0","0.0","0","118.8","10.0","-5.4","","","100.0","","1.78","0.4","7.1","5.0","0.3","1.25","5.0"
"29","Will Dissly","LAC","TE","9","2025","4","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"30","Isaac TeSlaa","DET","WR","17","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"31","Chris Manhertz","NYG","TE","17","2025","1","25.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"32","Chig Okonkwo","TEN","TE","17","2025","4","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"33","Jerome Ford","CLV","RB","13","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"34","Gabe Davis","BUF","WR","6","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"35","Adam Trautman","DEN","TE","17","2025","2","28.6","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"36","Pharaoh Brown","ARZ","TE","7","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"37","Ian Thomas","LV","TE","15","2025","2","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"38","Drew Sample","CIN","TE","17","2025","5","71.4","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"39","Olamide Zaccheaus","CHI","WR","16","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"40","Dalton Kincaid","BUF","TE","12","2025","4","80.0","23.0","23","41.8","1","0.1","20.0","0.25","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","1","1","0","1","1","50.0","0","","0","0.000","0","","1","100.0","0","","1","0","0.0","0","39.6","25.0","-11.7","","","100.0","","0.00","","0.0","3.2","0.3","0.81","3.2"
"41","Mitchell Evans","CAR","TE","17","2025","1","50.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"42","Cole Kmet","CHI","TE","16","2025","10","66.7","20.0","20","17.2","1","0.1","8.3","0.10","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","1","1","0","1","1","12.5","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","10.0","-11.8","","","100.0","","0.00","","0.0","2.5","0.2","0.25","2.5"
"43","Austin Hooper","NE","TE","16","2025","3","60.0","0.0","0","0.0","1","0.1","20.0","0.33","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","1","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","25.0","-5.3","","","100.0","","0.00","","0.0","3.0","0.2","1.00","3.0"
"44","Devaughn Vele","NO","WR","13","2025","1","100.0","-1.0","-1","100.0","1","0.1","100.0","1.00","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","1","100.0","0","","0","0.000","1","100.0","1","100.0","0","","0","0","0.0","0","39.6","100.0","-6.2","","","100.0","","0.00","","0.0","1.5","0.1","1.53","1.5"
"45","Isaiah Likely","BLT","TE","14","2025","3","75.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"46","Tanner Hudson","CIN","TE","13","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"47","Ross Dwelley","DET","TE","10","2025","1","100.0","6.0","6","100.0","1","0.1","100.0","1.00","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","1","1","0","0","1","100.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","100.0","-7.1","","","100.0","","0.00","","0.0","3.5","0.4","3.50","3.5"
"48","Evan Engram","DEN","TE","16","2025","1","50.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"49","Luke Musgrave","GB","TE","17","2025","2","40.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"50","Tanner Conner","MIA","TE","9","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"51","Kyle Monangai","CHI","RB","17","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"52","Kayshon Boutte","NE","WR","14","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"53","T.J. Hockenson","MIN","TE","15","2025","3","37.5","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"54","Grant Calcaterra","PHI","TE","15","2025","1","16.7","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"55","Keaton Mitchell","BLT","RB","13","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"56","Puka Nacua","LA","WR","16","2025","1","50.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"57","Keleki Latu","BUF","TE","5","2025","1","33.3","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"58","Tommy Tremble","CAR","TE","17","2025","3","75.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"59","Shane Zylstra","DET","TE","5","2025","1","25.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"60","Colston Loveland","CHI","TE","16","2025","10","83.3","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"61","Mack Hollins","NE","WR","15","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"62","David Njoku","CLV","TE","12","2025","4","66.7","-1.0","-1","-2.4","1","0.1","20.0","0.25","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","1","25.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","20.0","-4.9","","","100.0","","0.00","","0.0","1.5","0.1","0.39","1.5"
"63","Giovanni Ricci","DET","TE","3","2025","2","100.0","2.0","2","40.0","1","0.3","50.0","0.50","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","1","0","0","0","1","100.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","50.0","-6.4","","","100.0","","0.00","","0.0","3.5","1.2","1.74","3.5"
"64","Tyrell Shavers","BUF","WR","17","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"65","David Martin-Robinson","TEN","TE","15","2025","2","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"66","Cade Stover","HST","TE","9","2025","2","66.7","0.0","0","0.0","1","0.1","33.3","0.50","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","1","100.0","0","","0","0","0.0","0","39.6","50.0","-5.3","","","100.0","","0.00","","0.0","1.4","0.2","0.72","1.4"
"67","Payne Durham","TB","TE","17","2025","1","33.3","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"68","Jake Tonges","SF","TE","16","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"69","Daniel Bellinger","NYG","TE","16","2025","3","60.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","3.5","0.2","1.16","3.5"
"70","Oronde Gadsden","LAC","TE","15","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"71","Johnny Mundt","JAX","TE","16","2025","1","33.3","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"72","Noah Fant","CIN","TE","15","2025","3","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"73","Albert Okwuegbunam","LV","TE","1","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"74","Jeremy Ruckert","NYJ","TE","17","2025","5","71.4","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"75","Brenden Bates","HST, CLV","TE","9","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"76","Kylen Granson","PHI","TE","17","2025","1","100.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
