"Player Details","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"1","Puka Nacua","LA","WR","16","2025","95","94.1","8.6","386","46.8","45","2.8","45.0","0.47","36","80.0","453","28.3","54.0","4.77","10.07","12.58","203","5.64","99","2.75","3","100.0","5","0","0","6","38","57.6","6","0.17","18","0.189","2","4.4","39","86.7","12","26.7","4","3","75.0","3","121.6","46.9","2.5","100.0","","","","1.05","6.2","99.3","75.2","4.7","0.79","75.2"
"2","Jaylen Waddle","MIA","WR","16","2025","119","95.2","15.6","562","55.1","36","2.3","30.5","0.30","22","61.1","422","26.4","44.3","3.55","11.72","19.18","122","5.55","34","1.55","2","50.0","1","2","1","6","33","41.3","3","0.14","19","0.160","4","11.1","27","75.0","0","","5","4","80.0","1","80.8","31.6","2.2","100.0","","","","0.64","4.8","76.2","68.2","4.3","0.57","68.2"
"3","Jaxon Smith-Njigba","SEA","WR","17","2025","120","100.0","13.0","480","49.9","37","2.2","33.3","0.31","26","70.3","406","23.9","35.6","3.38","10.97","15.62","118","4.54","45","1.73","3","37.5","6","4","2","10","30","44.1","2","0.08","18","0.150","1","2.7","29","78.4","4","10.8","3","0","0.0","2","122.1","37.4","2.1","100.0","","","","0.71","5.0","84.6","72.3","4.3","0.60","72.3"
"4","George Pickens","DAL","WR","17","2025","123","96.1","14.1","492","45.3","35","2.1","28.7","0.28","26","74.3","385","22.6","38.0","3.13","11.00","14.81","114","4.38","69","2.65","2","50.0","2","4","1","8","27","36.0","6","0.23","21","0.171","2","5.7","30","85.7","0","","10","8","80.0","1","117.0","29.9","2.1","100.0","","","","0.62","4.5","76.5","67.1","3.9","0.55","67.1"
"5","Justin Jefferson","MIN","WR","17","2025","115","96.6","10.2","397","47.6","39","2.3","37.1","0.34","29","74.4","378","22.2","48.5","3.29","9.69","13.03","147","5.07","87","3.00","0","0.0","1","1","0","6","31","46.3","6","0.21","17","0.148","2","5.1","32","82.1","8","20.5","5","4","80.0","1","64.9","40.2","1.3","100.0","","","","0.58","3.9","66.8","65.1","3.8","0.57","65.1"
"6","Nico Collins","HST","WR","15","2025","113","95.8","14.2","510","51.9","36","2.4","34.6","0.32","22","61.1","352","23.5","41.5","3.12","9.78","16.00","106","4.82","33","1.50","2","66.7","2","1","1","10","30","43.5","2","0.09","13","0.115","1","2.8","25","69.4","1","2.8","4","2","50.0","1","112.3","35.6","0.9","100.0","","","","0.60","4.5","68.2","66.9","4.5","0.59","66.9"
"7","Ja'Marr Chase","CIN","WR","16","2025","97","99.0","9.7","466","68.8","48","3.0","52.7","0.49","31","64.6","322","20.1","49.3","3.32","6.71","10.39","139","4.48","41","1.32","2","66.7","3","1","1","6","44","69.8","5","0.16","15","0.155","2","4.2","36","75.0","7","14.6","7","3","42.9","0","71.7","56.5","-1.3","100.0","","","","0.78","4.7","75.2","83.9","5.2","0.86","83.9"
"8","Jameson Williams","DET","WR","17","2025","137","93.2","13.2","423","43.3","32","1.9","23.5","0.23","21","65.6","310","18.2","29.1","2.26","9.69","14.76","106","5.05","40","1.90","1","16.7","2","2","0","6","25","29.4","5","0.24","15","0.109","1","3.1","23","71.9","3","9.4","2","1","50.0","0","94.5","26.4","0.7","100.0","","","","0.42","3.4","58.0","58.2","3.4","0.42","58.2"
"9","Chris Olave","NO","WR","16","2025","113","95.0","13.2","541","54.8","41","2.6","37.3","0.36","27","65.9","306","19.1","42.4","2.71","7.46","11.33","71","2.63","7","0.26","1","100.0","1","1","0","9","37","46.3","1","0.04","13","0.115","2","4.9","30","73.2","2","4.9","1","0","0.0","1","86.0","38.7","-1.2","100.0","","","","0.56","4.0","63.6","73.3","4.6","0.65","73.3"
"10","Michael Wilson","ARZ","WR","17","2025","137","96.5","11.3","473","51.7","42","2.5","32.6","0.31","25","59.5","304","17.9","37.5","2.22","7.24","12.16","115","4.60","47","1.88","1","25.0","3","3","1","7","32","38.1","2","0.08","15","0.109","1","2.4","28","66.7","1","2.4","7","4","57.1","1","79.9","34.1","-0.9","100.0","","","","0.45","3.6","61.4","73.2","4.3","0.53","73.2"
