"Player Details","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"1","George Pickens","DAL","WR","17","2025","21","91.3","6.8","54","55.7","8","0.5","34.8","0.38","4","50.0","75","4.4","52.1","3.57","9.38","18.75","47","11.75","15","3.75","0","0.0","3","2","0","0","5","29.4","2","0.50","3","0.143","0","","6","75.0","0","","2","0","0.0","0","82.8","40.0","2.5","100.0","","","","0.55","0.7","11.5","16.2","1.0","0.77","16.2"
"2","A.J. Brown","PHI","WR","15","2025","24","85.7","11.3","102","57.3","9","0.6","32.1","0.38","5","55.6","75","5.0","41.2","3.13","8.33","15.00","19","3.80","18","3.60","1","20.0","1","1","1","2","9","34.6","0","","4","0.167","0","","7","77.8","0","","4","2","50.0","0","120.1","33.3","0.6","100.0","","","","0.77","1.2","18.5","22.5","1.5","0.94","22.5"
"3","Jaxon Smith-Njigba","SEA","WR","17","2025","8","100.0","16.5","66","80.5","4","0.2","50.0","0.50","3","75.0","63","3.7","75.9","7.88","15.75","21.00","4","1.33","4","1.33","0","0.0","1","1","0","1","4","66.7","0","","3","0.375","0","","3","75.0","0","","2","2","100.0","0","77.1","57.1","6.5","100.0","","","","1.16","0.5","9.3","7.5","0.4","0.94","7.5"
"4","Parker Washington","JAX","WR","16","2025","6","85.7","16.5","33","54.1","2","0.1","28.6","0.33","2","100.0","57","3.6","68.7","9.50","28.50","28.50","24","12.00","2","1.00","0","0.0","0","0","0","1","1","20.0","1","0.50","2","0.333","0","","2","100.0","0","","0","0","0.0","0","118.8","33.3","19.8","100.0","","","","1.28","0.5","7.7","4.2","0.3","0.70","4.2"
"5","Chris Olave","NO","WR","16","2025","10","90.9","9.4","47","60.3","5","0.3","50.0","0.50","5","100.0","57","3.6","89.1","5.70","11.40","11.40","10","2.00","2","0.40","1","50.0","2","0","0","0","5","50.0","1","0.20","3","0.300","0","","5","100.0","0","","1","1","100.0","0","153.8","50.0","3.5","100.0","","","","1.67","1.0","16.7","10.8","0.7","1.08","10.8"
"6","Brian Thomas","JAX","WR","14","2025","14","87.5","21.7","65","49.2","3","0.2","20.0","0.21","1","33.3","46","3.3","24.7","3.29","15.33","46.00","32","32.00","3","3.00","0","0.0","0","0","0","2","3","21.4","0","","1","0.071","0","","1","33.3","0","","0","0","0.0","0","81.9","20.0","4.3","100.0","","","","0.40","0.4","5.6","6.0","0.4","0.43","6.0"
"7","Jahan Dotson","PHI","WR","17","2025","18","90.0","21.0","42","26.4","2","0.1","10.0","0.11","1","50.0","40","2.4","22.1","2.22","20.00","40.00","5","5.00","","","1","33.3","1","0","0","1","2","11.8","0","","1","0.056","0","","1","50.0","0","","1","1","100.0","1","95.8","10.0","9.6","100.0","","","","0.61","0.6","11.0","4.1","0.2","0.23","4.1"
"8","Keon Coleman","BUF","WR","13","2025","15","88.2","10.5","63","51.2","6","0.5","37.5","0.40","4","66.7","39","3.0","40.2","2.60","6.50","9.75","19","4.75","9","2.25","1","33.3","4","2","1","1","5","41.7","0","","4","0.267","0","","4","66.7","0","","1","1","100.0","0","124.3","37.5","-1.4","100.0","","","","0.93","1.1","13.9","13.2","1.0","0.88","13.2"
"9","Amon-Ra St. Brown","DET","WR","17","2025","9","90.0","6.7","47","97.9","7","0.4","70.0","0.78","3","42.9","38","2.2","79.2","4.22","5.43","12.67","23","7.67","11","3.67","0","0.0","4","1","0","0","6","85.7","2","0.67","1","0.111","0","","4","57.1","1","14.3","1","0","0.0","0","60.4","87.5","-1.8","100.0","","","","0.76","0.4","6.8","16.2","1.0","1.80","16.2"
"10","Dont'e Thornton","LV","WR","15","2025","4","100.0","37.0","37","94.9","1","0.1","25.0","0.25","1","100.0","36","2.4","80.0","9.00","36.00","36.00","-1","-1.00","-1","-1.00","0","0.0","0","0","0","1","1","50.0","0","","1","0.250","0","","1","100.0","0","","1","1","100.0","1","118.8","33.3","21.2","100.0","","","","1.15","0.3","4.6","3.0","0.2","0.76","3.0"
"11","Terry McLaurin","WAS","WR","10","2025","12","100.0","11.0","55","69.6","5","0.5","41.7","0.42","3","60.0","34","3.4","40.5","2.83","6.80","11.33","2","0.67","1","0.33","1","50.0","2","2","1","1","5","50.0","0","","2","0.167","1","20.0","4","80.0","0","","2","1","50.0","1","120.0","50.0","-1.2","100.0","","","","1.03","1.2","12.4","11.6","1.2","0.97","11.6"
"12","Garrett Wilson","NYJ","WR","7","2025","5","100.0","17.5","35","100.0","2","0.3","100.0","0.40","2","100.0","30","4.3","100.0","6.00","15.00","15.00","0","","","","1","100.0","0","1","1","1","2","100.0","0","","2","0.400","0","","2","100.0","0","","1","1","100.0","1","158.3","100.0","5.9","100.0","","","","2.20","1.6","11.0","4.1","0.6","0.82","4.1"
"13","Puka Nacua","LA","WR","16","2025","13","92.9","2.6","13","15.3","5","0.3","38.5","0.38","5","100.0","29","1.8","52.7","2.23","5.80","5.80","17","3.40","8","1.60","2","40.0","3","1","1","0","5","38.5","0","","4","0.308","0","","5","100.0","1","20.0","1","1","100.0","0","130.4","38.5","-0.3","100.0","","","","1.53","1.2","19.9","17.8","1.1","1.37","17.8"
