"Player Details","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"Rank","Name","Team","POS","G","Season","ATT","YDS","RuYDS/G","YPC","TD","FUM","1D","EXP RUN %","EXP YDS","EXP YDS %","i5 %","TD RATE","Success %","STUFF %","MTF","MTF/ATT","YACO","YACO/ATT","YACO %","YBCO/ATT","ATT","ATT %","YDS","TD","YPC","Success %","ATT","ATT %","YDS","TD","YPC","Success %","FP/G","FP","XFP","XFP/G"
"103","Rasheen Ali","BLT","RB","15","2025","4","17","1.1","4.25","0","0","1","","0","","0.0","","50.0","50.0","0","","4","1.00","23.5","3.25","4","100.0","17","0","4.25","50.0","0","","0","0","","","0.1","1.7","1.8","0.1"
"104","Jaleel McLaughlin","DEN","RB","8","2025","3","35","4.4","11.67","0","0","2","66.7","31","88.6","0.0","","100.0","","2","0.67","7","2.33","20.0","9.33","3","100.0","35","0","11.67","100.0","0","","0","0","","","0.4","3.5","1.3","0.2"
"105","Dylan Laube","LV","RB","17","2025","3","2","0.1","0.67","0","0","0","","0","","0.0","","","100.0","0","","2","0.67","100.0","0.00","3","100.0","2","0","0.67","","0","","0","0","","","0.0","0.2","1.7","0.1"
"106","James Conner","ARZ","RB","3","2025","3","10","3.3","3.33","0","1","0","","0","","100.0","","33.3","66.7","0","","6","2.00","60.0","1.33","3","100.0","10","0","3.33","33.3","0","","0","0","","","0.3","1.0","2.6","0.9"
"107","Ameer Abdullah","IND","RB","13","2025","3","17","1.3","5.67","1","0","2","","0","","20.0","33.3","66.7","33.3","1","0.33","13","4.33","76.5","1.33","3","100.0","17","1","5.67","66.7","0","","0","0","","","0.6","7.7","3.5","0.3"
"108","Will Shipley","PHI","RB","15","2025","3","9","0.6","3.00","0","0","2","","0","","0.0","","66.7","33.3","0","","7","2.33","77.8","0.67","3","100.0","9","0","3.00","66.7","0","","0","0","","","0.1","0.9","1.6","0.1"
"109","AJ Dillon","PHI","RB","7","2025","3","14","2.0","4.67","0","0","1","","0","","0.0","","33.3","66.7","1","0.33","9","3.00","64.3","1.67","3","100.0","14","0","4.67","33.3","0","","0","0","","","0.2","1.4","1.6","0.2"
"110","Tyler Badie","DEN","RB","16","2025","3","7","0.4","2.33","0","0","0","","0","","33.3","","","66.7","0","","8","2.67","114.3","-0.33","3","100.0","7","0","2.33","","0","","0","0","","","0.0","0.7","3.9","0.2"
"111","Ronnie Rivers","LA","RB","7","2025","2","11","1.6","5.50","0","0","1","","0","","0.0","","50.0","","0","","6","3.00","54.5","2.50","2","100.0","11","0","5.50","50.0","0","","0","0","","","0.2","1.1","0.7","0.1"
"112","Chris Brooks","GB","RB","17","2025","2","10","0.6","5.00","0","0","1","","0","","0.0","","50.0","50.0","1","0.50","8","4.00","80.0","1.00","2","100.0","10","0","5.00","50.0","0","","0","0","","","0.1","1.0","0.9","0.1"
"113","Phil Mafah","DAL","RB","1","2025","2","9","9.0","4.50","0","0","0","","0","","0.0","","50.0","50.0","0","","5","2.50","55.6","2.00","2","100.0","9","0","4.50","50.0","0","","0","0","","","0.9","0.9","0.9","0.9"
"114","Nate Carter","ATL","RB","4","2025","2","18","4.5","9.00","0","1","0","","0","","0.0","","100.0","","0","","6","3.00","33.3","6.00","2","100.0","18","0","9.00","100.0","0","","0","0","","","0.2","0.8","0.8","0.2"
"115","Julius Chestnut","TEN","RB","17","2025","2","27","1.6","13.50","0","0","1","50.0","27","100.0","0.0","","50.0","50.0","0","","7","3.50","25.9","10.00","2","100.0","27","0","13.50","50.0","0","","0","0","","","0.2","2.7","2.3","0.1"
"116","Clyde Edwards-Helaire","KC","RB","2","2025","2","9","4.5","4.50","0","0","0","","0","","0.0","","50.0","50.0","0","","6","3.00","66.7","1.50","2","100.0","9","0","4.50","50.0","0","","0","0","","","0.5","0.9","1.0","0.5"
"117","Craig Reynolds","DET","RB","6","2025","2","3","0.5","1.50","0","0","0","","0","","0.0","","","50.0","0","","1","0.50","33.3","1.00","2","100.0","3","0","1.50","","0","","0","0","","","0.1","0.3","1.6","0.3"
"118","Dameon Pierce","KC, HST","RB","5","2025","2","4","0.8","2.00","0","0","0","","0","","0.0","","","100.0","0","","4","2.00","100.0","0.00","2","100.0","4","0","2.00","","0","","0","0","","","0.1","0.4","1.0","0.2"
"119","Ulysses Bentley","IND","RB","1","2025","1","0","0.0","","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","","-1.00","1","100.0","0","0","","","0","","0","0","","","","0.0","0.6","0.6"
"120","Jacob Saylors","DET","RB","11","2025","1","9","0.8","9.00","0","0","1","","0","","0.0","","100.0","","1","1.00","6","6.00","66.7","3.00","1","100.0","9","0","9.00","100.0","0","","0","0","","","0.1","0.9","0.4","0.0"
"121","DeeJay Dallas","CAR, JAX","RB","5","2025","1","0","0.0","","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","1","100.0","0","0","","","0","","0","0","","","","0.0","0.6","0.1"
"122","Terrell Jennings","NE","RB","6","2025","1","6","1.0","6.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","16.7","5.00","1","100.0","6","0","6.00","100.0","0","","0","0","","","0.1","0.6","0.5","0.1"
"123","Josh Williams","TB","RB","2","2025","1","4","2.0","4.00","0","0","0","","0","","0.0","","","","0","","1","1.00","25.0","3.00","1","100.0","4","0","4.00","","0","","0","0","","","0.2","0.4","0.4","0.2"
"124","Tyler Goodson","IND","RB","11","2025","1","2","0.2","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","1","100.0","2","0","2.00","","0","","0","0","","","0.0","0.2","0.5","0.0"
"125","Velus Jones","NO, SEA","RB","6","2025","1","1","0.2","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","1","100.0","1","0","1.00","","0","","0","0","","","0.0","0.1","0.9","0.2"
"126","Kendall Milton","CIN","RB","1","2025","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","1","100.0","2","0","2.00","","0","","0","0","","","0.2","0.2","0.5","0.5"
