"Player Details","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"Rank","Name","Team","POS","G","Season","ATT","YDS","RuYDS/G","YPC","TD","FUM","1D","EXP RUN %","EXP YDS","EXP YDS %","i5 %","TD RATE","Success %","STUFF %","MTF","MTF/ATT","YACO","YACO/ATT","YACO %","YBCO/ATT","ATT","ATT %","YDS","TD","YPC","Success %","ATT","ATT %","YDS","TD","YPC","Success %","FP/G","FP","XFP","XFP/G"
"104","Will Shipley","PHI","RB","15","2025","2","0","0.0","","0","0","0","","0","","0.0","","","100.0","0","","2","1.00","","-1.00","0","","0","0","","","2","100.0","0","0","","","","0.0","1.2","0.1"
"105","Dare Ogunbowale","HST","RB","17","2025","1","2","0.1","2.00","0","0","0","","0","","0.0","","100.0","100.0","0","","1","1.00","50.0","1.00","0","","0","0","","","1","100.0","2","0","2.00","100.0","0.0","0.2","0.2","0.0"
"106","Jacob Saylors","DET","RB","11","2025","1","2","0.2","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","2.00","0","","0","0","","","1","100.0","2","0","2.00","","0.0","0.2","0.5","0.0"
"107","Phil Mafah","DAL","RB","1","2025","1","5","5.0","5.00","0","0","1","","0","","0.0","","100.0","","0","","3","3.00","60.0","2.00","0","","0","0","","","1","100.0","5","0","5.00","100.0","0.5","0.5","0.7","0.7"
"108","Evan Hull","NO","RB","6","2025","1","0","0.0","","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","1","100.0","0","0","","","","0.0","0.3","0.1"
"109","Sione Vaki","DET","RB","8","2025","1","4","0.5","4.00","0","0","0","","0","","0.0","","100.0","","0","","2","2.00","50.0","2.00","0","","0","0","","","1","100.0","4","0","4.00","100.0","0.1","0.4","0.5","0.1"
"110","Jacardia Wright","SEA","RB","1","2025","1","10","10.0","10.00","0","0","1","","0","","0.0","","100.0","","1","1.00","5","5.00","50.0","5.00","0","","0","0","","","1","100.0","10","0","10.00","100.0","1.0","1.0","0.3","0.3"
"111","Kendall Milton","CIN","RB","1","2025","1","0","0.0","","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","","-1.00","0","","0","0","","","1","100.0","0","0","","","","0.0","1.2","1.2"
"112","Jaydon Blue","DAL","RB","5","2025","1","2","0.4","2.00","0","0","0","","0","","0.0","","100.0","100.0","0","","1","1.00","50.0","1.00","0","","0","0","","","1","100.0","2","0","2.00","100.0","0.0","0.2","0.4","0.1"
"113","Brittain Brown","CHI","RB","2","2025","1","3","1.5","3.00","0","0","1","","0","","0.0","","100.0","","0","","2","2.00","66.7","1.00","0","","0","0","","","1","100.0","3","0","3.00","100.0","0.2","0.3","0.4","0.2"
"114","Myles Gaskin","SEA","RB","1","2025","1","0","0.0","","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","","-1.00","0","","0","0","","","1","100.0","0","0","","","","0.0","0.5","0.5"
"115","AJ Dillon","PHI","RB","7","2025","1","1","0.1","1.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","100.0","0.00","0","","0","0","","","1","100.0","1","0","1.00","100.0","0.0","0.1","0.5","0.1"
"116","Rasheen Ali","BLT","RB","15","2025","1","0","0.0","","0","0","0","","0","","0.0","","","100.0","0","","-1","-1.00","","1.00","0","","0","0","","","1","100.0","0","0","","","","0.0","0.6","0.0"
"117","Tyler Badie","DEN","RB","16","2025","1","0","0.0","","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","1","100.0","0","0","","","","0.0","0.7","0.0"
"118","Emari Demercado","ARZ","RB","13","2025","1","4","0.3","4.00","0","0","1","","0","","0.0","","100.0","","1","1.00","2","2.00","50.0","2.00","0","","0","0","","","1","100.0","4","0","4.00","100.0","0.0","0.4","0.4","0.0"
"119","Khalil Herbert","NYJ","RB","5","2025","1","1","0.2","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","0","","0","0","","","1","100.0","1","0","1.00","","0.0","0.1","0.4","0.1"
"120","Ameer Abdullah","IND","RB","13","2025","1","3","0.2","3.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","66.7","1.00","0","","0","0","","","1","100.0","3","0","3.00","","0.0","0.3","0.5","0.0"
"121","Roschon Johnson","CHI","RB","6","2025","1","6","1.0","6.00","0","0","0","","0","","0.0","","100.0","","0","","3","3.00","50.0","3.00","0","","0","0","","","1","100.0","6","0","6.00","100.0","0.1","0.6","0.5","0.1"
"122","Miles Sanders","DAL","RB","4","2025","1","0","0.0","","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","1","100.0","0","0","","","","0.0","0.5","0.1"
"123","Zamir White","LV","RB","5","2025","1","-5","-1.0","-5.00","0","0","0","","0","","0.0","","","100.0","0","","-1","-1.00","20.0","-4.00","0","","0","0","","","1","100.0","-5","0","-5.00","","-0.1","-0.5","0.3","0.1"
