"Player Details","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"16","Theo Johnson","NYG","TE","15","2025","52","94.5","9.9","79","37.4","8","0.5","20.0","0.15","5","62.5","111","7.4","36.4","2.13","13.88","22.20","51","10.20","16","3.20","1","33.3","2","2","0","1","6","25.0","1","0.20","3","0.058","0","","5","62.5","1","12.5","3","3","100.0","0","145.8","22.9","6.8","","100.0","","","0.43","1.5","22.1","16.6","1.1","0.32","16.6"
"17","Dalton Kincaid","BUF","TE","12","2025","33","91.7","12.4","124","45.9","10","0.8","28.6","0.30","7","70.0","104","8.7","43.7","3.15","10.40","14.86","24","3.43","9","1.29","1","50.0","2","0","0","2","7","24.1","0","","4","0.121","1","10.0","9","90.0","0","","3","2","66.7","0","137.1","31.3","1.0","","100.0","","","0.71","2.0","23.4","21.0","1.8","0.64","21.0"
"18","George Pickens","DAL","WR","17","2025","13","92.9","13.0","91","67.9","7","0.4","50.0","0.54","6","85.7","100","5.9","87.0","7.69","14.29","16.67","17","2.83","13","2.17","0","0.0","0","0","0","1","5","45.5","0","","5","0.385","0","","6","85.7","0","","2","2","100.0","1","118.8","50.0","5.7","","100.0","","","1.23","0.9","16.0","18.6","1.1","1.43","18.6"
"19","Xavier Smith","LA","WR","16","2025","21","91.3","12.8","77","32.0","6","0.4","27.3","0.29","5","83.3","94","5.9","56.0","4.48","15.67","18.80","60","12.00","8","1.60","0","0.0","1","0","0","1","5","31.3","0","","3","0.143","0","","5","83.3","1","16.7","0","0","0.0","0","79.2","27.3","7.2","","100.0","","","0.69","0.9","14.4","11.3","0.7","0.54","11.3"
"20","Keenan Allen","LAC","WR","17","2025","47","100.0","5.8","87","31.3","15","0.9","37.5","0.32","12","80.0","92","5.4","28.6","1.96","6.13","7.67","25","2.08","9","0.75","0","0.0","0","0","0","0","13","43.3","0","","8","0.170","1","6.7","14","93.3","1","6.7","3","2","66.7","0","92.2","39.5","-0.6","","100.0","","","0.45","1.2","21.2","22.0","1.3","0.47","22.0"
"21","Trey McBride","ARZ","TE","17","2025","65","94.2","8.2","74","12.2","9","0.5","15.3","0.14","8","88.9","91","5.4","19.3","1.40","10.11","11.38","23","2.88","6","0.75","0","0.0","2","0","0","1","8","16.3","0","","5","0.077","0","","9","100.0","3","33.3","3","2","66.7","1","108.8","16.1","1.8","","100.0","","","0.26","1.0","17.1","17.3","1.0","0.27","17.3"
"22","Cedric Tillman","CLV","WR","13","2025","32","97.0","13.8","69","24.8","5","0.4","17.9","0.16","4","80.0","91","7.0","57.6","2.84","18.20","22.75","32","8.00","9","2.25","1","100.0","2","0","0","1","3","15.0","0","","4","0.125","0","","4","80.0","0","","1","1","100.0","0","158.3","19.2","9.1","","100.0","","","0.60","1.5","19.1","13.4","1.0","0.42","13.4"
"23","Stefon Diggs","NE","WR","17","2025","40","97.6","5.6","39","11.5","7","0.4","20.6","0.18","6","85.7","91","5.4","30.4","2.28","13.00","15.17","58","9.67","33","5.50","0","0.0","1","0","0","0","6","19.4","1","0.17","6","0.150","0","","6","85.7","0","","1","1","100.0","0","118.8","20.6","6.3","","100.0","","","0.38","0.9","15.1","18.2","1.1","0.45","18.2"
"24","Michael Wilson","ARZ","WR","17","2025","25","89.3","15.8","95","38.6","6","0.4","23.1","0.24","4","66.7","89","5.2","47.6","3.56","14.83","22.25","11","2.75","5","1.25","0","0.0","0","0","0","2","6","26.1","0","","4","0.160","1","16.7","5","83.3","0","","2","2","100.0","0","109.7","24.0","5.6","","100.0","","","0.52","0.8","12.9","10.5","0.6","0.42","10.5"
"25","Tutu Atwell","LA","WR","10","2025","24","100.0","19.7","59","26.2","3","0.3","13.0","0.13","1","33.3","88","8.8","34.0","3.67","29.33","88.00","62","62.00","","","1","100.0","1","1","0","2","2","10.5","0","","1","0.042","0","","2","66.7","0","","1","0","0.0","0","121.5","13.6","19.1","","100.0","","","0.66","1.6","15.8","8.1","0.8","0.34","8.1"
"26","Travis Kelce","KC","TE","17","2025","67","94.4","10.7","139","24.6","13","0.8","22.0","0.19","8","61.5","88","5.2","20.4","1.31","6.77","11.00","63","7.88","25","3.13","0","0.0","2","0","0","4","10","22.2","3","0.38","4","0.060","0","","8","61.5","1","7.7","2","1","50.0","0","49.5","23.2","-1.4","","100.0","","","0.25","1.0","16.8","21.5","1.3","0.32","21.5"
"27","Harold Fannin","CLV","TE","16","2025","47","95.9","10.2","132","34.8","13","0.8","29.5","0.28","7","53.8","87","5.4","31.2","1.85","6.69","12.43","41","5.86","31","4.43","0","0.0","1","0","0","1","11","33.3","1","0.14","4","0.085","3","23.1","12","92.3","1","7.7","2","1","50.0","0","74.8","32.5","-1.9","","100.0","","","0.33","1.0","15.7","23.3","1.5","0.50","23.3"
"28","Parker Washington","JAX","WR","16","2025","41","93.2","13.4","107","33.8","8","0.5","21.1","0.20","5","62.5","83","5.2","28.1","2.02","10.38","16.60","32","6.40","35","7.00","1","50.0","3","1","1","3","5","17.9","2","0.40","4","0.098","0","","6","75.0","1","12.5","2","2","100.0","1","137.0","23.5","1.4","","100.0","","","0.47","1.2","19.3","20.6","1.3","0.50","20.6"
"29","Sterling Shepard","TB","WR","13","2025","45","93.8","8.7","78","22.9","9","0.7","21.4","0.20","8","88.9","83","6.4","46.9","1.84","9.22","10.38","18","2.25","6","0.75","0","0.0","0","0","0","1","6","20.7","0","","4","0.089","0","","8","88.9","0","","0","0","0.0","0","105.1","23.7","1.7","","100.0","","","0.36","1.3","16.3","18.2","1.4","0.41","18.2"
"30","Quentin Johnston","LAC","WR","14","2025","20","95.2","14.2","85","59.4","6","0.4","33.3","0.30","4","66.7","81","5.8","61.8","4.05","13.50","20.25","39","9.75","28","7.00","0","0.0","1","0","0","1","5","38.5","1","0.25","2","0.100","1","16.7","5","83.3","0","","1","0","0.0","0","109.7","37.5","4.3","","100.0","","","0.56","0.8","11.1","10.4","0.7","0.52","10.4"
"31","Tetairoa McMillan","CAR","WR","17","2025","22","95.7","9.6","67","37.4","7","0.4","30.4","0.32","5","71.4","80","4.7","56.7","3.64","11.43","16.00","44","8.80","15","3.00","0","0.0","0","0","0","1","7","38.9","0","","4","0.182","0","","6","85.7","0","","1","0","0.0","1","69.6","33.3","3.4","","100.0","","","0.59","0.8","13.0","11.1","0.7","0.50","11.1"
"32","Jameson Williams","DET","WR","17","2025","26","100.0","14.6","117","51.1","8","0.5","33.3","0.31","5","62.5","78","4.6","46.4","3.00","9.75","15.60","29","5.80","15","3.00","0","0.0","0","0","0","2","5","33.3","0","","4","0.154","1","12.5","6","75.0","0","","0","0","0.0","0","94.8","36.4","0.4","","100.0","","","0.49","0.8","12.8","12.7","0.7","0.49","12.7"
"33","Drake London","ATL","WR","12","2025","24","96.0","14.7","88","29.0","6","0.5","24.0","0.25","4","66.7","74","6.2","56.5","3.08","12.33","18.50","10","2.50","8","2.00","0","0.0","1","1","0","1","6","33.3","0","","3","0.125","0","","4","66.7","0","","3","1","33.3","0","109.0","27.3","3.0","","100.0","","","0.48","1.0","11.4","9.7","0.8","0.40","9.7"
"34","Gunner Olszewski","NYG","WR","16","2025","13","92.9","9.5","57","58.8","6","0.4","54.5","0.46","5","83.3","70","4.4","80.5","5.38","11.67","14.00","43","8.60","14","2.80","0","0.0","0","0","0","1","4","80.0","0","","3","0.231","0","","5","83.3","2","33.3","0","0","0.0","0","115.3","66.7","4.1","","100.0","","","0.92","0.8","12.0","9.7","0.6","0.75","9.7"
"35","Christian Watson","GB","WR","10","2025","21","100.0","14.6","102","42.1","7","0.7","33.3","0.33","4","57.1","69","6.9","33.8","3.29","9.86","17.25","35","8.75","1","0.25","2","40.0","1","1","1","3","6","42.9","0","","3","0.143","0","","6","85.7","0","","4","2","50.0","1","130.4","36.8","1.0","","100.0","","","1.09","2.3","22.9","13.5","1.3","0.64","13.5"
"36","Dalton Schultz","HST","TE","17","2025","35","97.2","10.5","63","23.0","6","0.4","20.0","0.17","5","83.3","69","4.1","44.2","1.97","11.50","13.80","30","6.00","2","0.40","0","0.0","1","0","0","1","5","20.0","0","","4","0.114","0","","5","83.3","0","","1","1","100.0","1","114.6","21.4","2.4","","100.0","","","0.34","0.7","11.9","12.9","0.8","0.37","12.9"
"37","Terrance Ferguson","LA","TE","13","2025","22","100.0","14.5","58","26.0","4","0.3","18.2","0.18","3","75.0","66","5.1","42.9","3.00","16.50","22.00","11","3.67","3","1.00","0","0.0","0","0","0","1","4","28.6","0","","3","0.136","0","","3","75.0","0","","1","1","100.0","0","77.1","21.1","6.4","","100.0","","","0.44","0.7","9.6","5.9","0.5","0.27","5.9"
"38","Pat Freiermuth","PIT","TE","17","2025","44","95.7","6.0","48","9.8","8","0.5","18.6","0.18","5","62.5","66","3.9","21.8","1.50","8.25","13.20","34","6.80","10","2.00","0","0.0","1","0","0","0","6","16.7","1","0.20","4","0.091","0","","5","62.5","1","12.5","0","0","0.0","0","88.5","20.0","1.0","","100.0","","","0.26","0.7","11.6","13.9","0.8","0.32","13.9"
"39","Chimere Dike","TEN","WR","17","2025","52","96.3","14.4","173","37.0","12","0.7","26.1","0.23","6","50.0","64","3.8","29.9","1.23","5.33","10.67","15","2.50","3","0.50","2","66.7","2","2","1","5","10","33.3","0","","4","0.077","1","8.3","7","58.3","1","8.3","1","0","0.0","0","105.6","30.0","-3.5","","100.0","","","0.47","1.4","24.4","25.5","1.5","0.49","25.5"
"40","Jauan Jennings","SF","WR","15","2025","35","97.2","6.5","84","35.3","13","0.9","36.1","0.37","9","69.2","63","4.2","32.8","1.80","4.85","7.00","19","2.11","12","1.33","1","50.0","1","1","1","1","12","54.5","0","","5","0.143","2","15.4","11","84.6","0","","3","3","100.0","0","105.6","43.3","-2.3","","100.0","","","0.61","1.4","21.3","20.2","1.3","0.58","20.2"
"41","Malik Washington","MIA","WR","17","2025","20","90.9","4.5","27","23.1","6","0.4","30.0","0.30","5","83.3","63","3.7","59.4","3.15","10.50","12.60","40","8.00","31","6.20","0","0.0","1","0","0","0","4","26.7","2","0.40","3","0.150","0","","5","83.3","1","16.7","0","0","0.0","0","110.4","33.3","3.9","","100.0","","","0.57","0.7","11.3","10.1","0.6","0.51","10.1"
"42","Cooper Kupp","SEA","WR","16","2025","31","96.9","10.3","62","24.8","6","0.4","19.4","0.19","4","66.7","61","3.8","28.2","1.97","10.17","15.25","26","6.50","13","3.25","1","33.3","1","0","0","0","5","21.7","0","","2","0.065","1","16.7","5","83.3","0","","1","1","100.0","0","139.6","22.2","1.8","","100.0","","","0.52","1.0","16.1","12.0","0.8","0.39","12.0"
"43","Marquise Brown","KC","WR","16","2025","36","97.3","9.7","107","49.8","11","0.7","34.4","0.31","6","54.5","61","3.8","36.7","1.69","5.55","10.17","46","7.67","8","1.33","1","100.0","2","0","0","2","9","37.5","0","","3","0.083","0","","7","63.6","2","18.2","1","0","0.0","0","63.1","37.9","-2.6","","100.0","","","0.50","1.1","18.1","24.5","1.5","0.68","24.5"
"44","Cade Otton","TB","TE","16","2025","57","85.1","5.9","47","12.7","8","0.5","16.0","0.14","6","75.0","60","3.8","21.7","1.05","7.50","10.00","34","5.67","12","2.00","0","0.0","1","0","0","0","6","16.7","1","0.17","3","0.053","0","","6","75.0","0","","1","1","100.0","0","95.8","17.0","0.5","","100.0","","","0.21","0.8","12.0","13.1","0.8","0.23","13.1"
"45","Travis Hunter","JAX","WR","7","2025","20","95.2","13.0","65","37.4","5","0.7","26.3","0.25","3","60.0","60","8.6","43.5","3.00","12.00","20.00","12","4.00","2","0.67","1","50.0","0","0","0","1","4","28.6","1","0.33","2","0.100","0","","3","60.0","0","","1","1","100.0","0","141.7","29.4","2.9","","100.0","","","0.75","2.1","15.0","8.7","1.2","0.44","8.7"
"46","George Kittle","SF","TE","11","2025","19","95.0","9.2","55","36.2","6","0.5","33.3","0.32","4","66.7","59","5.4","42.8","3.11","9.83","14.75","4","1.00","1","0.25","0","0.0","2","0","0","1","4","36.4","0","","3","0.158","0","","4","66.7","0","","3","3","100.0","1","98.6","37.5","2.6","","100.0","","","0.52","0.9","9.9","8.0","0.7","0.42","8.0"
"47","Brock Bowers","LV","TE","12","2025","36","97.3","7.4","52","23.6","7","0.6","21.2","0.19","4","57.1","59","4.9","23.5","1.64","8.43","14.75","42","10.50","11","2.75","0","0.0","2","1","0","1","4","18.2","0","","2","0.056","0","","4","57.1","0","","2","1","50.0","0","84.8","21.9","0.8","","100.0","","","0.28","0.8","9.9","15.3","1.3","0.43","15.3"
"48","Calvin Austin","PIT","WR","14","2025","33","100.0","12.1","121","32.0","10","0.7","32.3","0.30","4","40.0","58","4.1","28.7","1.76","5.80","14.50","26","6.50","17","4.25","0","0.0","0","0","0","2","9","37.5","0","","2","0.061","1","10.0","6","60.0","2","20.0","2","1","50.0","1","59.6","33.3","-2.9","","100.0","","","0.30","0.7","9.8","16.2","1.2","0.49","16.2"
"49","Colston Loveland","CHI","TE","16","2025","25","80.6","10.0","70","37.0","7","0.4","25.0","0.28","5","71.4","58","3.6","30.4","2.32","8.29","11.60","9","1.80","6","1.20","1","50.0","4","2","0","0","7","31.8","0","","3","0.120","0","","6","85.7","0","","3","2","66.7","0","135.7","26.9","-0.5","","100.0","","","0.67","1.1","16.8","14.9","0.9","0.59","14.9"
"50","Ryan Flournoy","DAL","WR","15","2025","11","91.7","4.8","19","38.0","4","0.3","36.4","0.36","3","75.0","57","3.8","89.1","5.18","14.25","19.00","44","14.67","27","9.00","0","0.0","0","0","0","0","2","25.0","2","0.67","2","0.182","1","25.0","4","100.0","2","50.0","1","0","0.0","0","116.7","40.0","7.1","","100.0","","","0.79","0.6","8.7","7.7","0.5","0.70","7.7"
"51","Xavier Hutchinson","HST","WR","17","2025","13","92.9","6.0","24","21.4","4","0.2","36.4","0.31","4","100.0","57","3.4","54.3","4.38","14.25","14.25","33","8.25","12","3.00","2","100.0","1","0","0","0","4","50.0","0","","3","0.231","0","","4","100.0","0","","0","0","0.0","0","158.3","40.0","7.4","","100.0","","","1.67","1.3","21.7","8.3","0.5","0.64","8.3"
"52","John Metchie","PHI, NYJ","WR","16","2025","17","85.0","7.1","57","37.7","8","0.5","42.1","0.47","5","62.5","55","3.4","67.9","3.24","6.88","11.00","14","2.80","","","0","0.0","1","0","0","0","6","37.5","0","","4","0.235","1","12.5","6","75.0","0","","1","1","100.0","0","43.2","44.4","-0.3","","100.0","","","0.62","0.7","10.5","14.0","0.9","0.83","14.0"
"53","Juwan Johnson","NO","TE","17","2025","43","100.0","12.5","75","18.3","6","0.4","15.8","0.14","4","66.7","55","3.2","21.8","1.28","9.17","13.75","5","1.25","4","1.00","1","33.3","1","0","0","0","6","21.4","0","","4","0.093","0","","5","83.3","0","","2","1","50.0","1","135.4","16.2","-0.5","","100.0","","","0.36","0.9","15.5","11.4","0.7","0.26","11.4"
"54","Isaiah Likely","BLT","TE","14","2025","35","94.6","7.0","35","13.5","5","0.4","15.2","0.14","3","60.0","54","3.9","19.5","1.54","10.80","18.00","41","13.67","4","1.33","0","0.0","2","0","0","0","3","15.0","1","0.33","0","0.000","1","20.0","4","80.0","1","20.0","0","0","0.0","0","97.1","16.1","3.6","","100.0","","","0.21","0.5","7.4","6.8","0.5","0.19","6.8"
"55","Matthew Golden","GB","WR","14","2025","21","91.3","13.5","54","23.3","4","0.3","19.0","0.19","3","75.0","54","3.9","26.3","2.57","13.50","18.00","14","4.67","2","0.67","0","0.0","0","0","0","1","4","25.0","0","","3","0.143","0","","3","75.0","0","","1","0","0.0","0","116.7","19.0","4.7","","100.0","","","0.40","0.6","8.4","7.2","0.5","0.34","7.2"
"56","Josh Downs","IND","WR","16","2025","59","96.7","7.8","101","18.2","13","0.8","23.6","0.22","4","30.8","53","3.3","15.5","0.90","4.08","13.25","5","1.25","2","0.50","0","0.0","3","1","0","2","12","23.5","0","","3","0.051","0","","6","46.2","1","7.7","2","0","0.0","0","12.7","24.5","-3.2","","100.0","","","0.16","0.6","9.3","26.0","1.6","0.44","26.0"
"57","Deebo Samuel","WAS","WR","16","2025","58","98.3","9.9","109","18.1","11","0.7","21.2","0.19","4","36.4","52","3.3","18.1","0.90","4.73","13.00","39","9.75","16","4.00","0","0.0","1","0","0","2","9","22.5","2","0.50","3","0.052","1","9.1","6","54.5","3","27.3","3","1","33.3","0","52.1","22.0","-3.2","","100.0","","","0.16","0.6","9.2","27.5","1.7","0.47","27.5"
"58","Luther Burden","CHI","WR","15","2025","20","95.2","6.8","27","17.4","4","0.3","22.2","0.20","3","75.0","52","3.5","47.7","2.60","13.00","17.33","31","10.33","6","2.00","0","0.0","0","0","0","1","3","25.0","2","0.67","2","0.100","1","25.0","4","100.0","1","25.0","0","0","0.0","0","116.7","22.2","5.8","","100.0","","","0.41","0.5","8.2","5.3","0.4","0.27","5.3"
"59","Jayden Reed","GB","WR","7","2025","16","100.0","10.6","74","41.8","7","1.0","43.8","0.44","6","85.7","52","7.4","36.1","3.25","7.43","8.67","8","1.33","3","0.50","1","50.0","2","1","1","1","6","50.0","0","","3","0.188","0","","7","100.0","1","14.3","2","1","50.0","0","137.2","43.8","-0.7","","100.0","","","1.08","2.5","17.2","14.4","2.1","0.90","14.4"
"60","Josh Palmer","BUF","WR","12","2025","13","100.0","6.5","26","20.2","4","0.3","30.8","0.31","4","100.0","52","4.3","41.9","4.00","13.00","13.00","26","6.50","5","1.25","0","0.0","1","0","0","0","3","33.3","0","","2","0.154","0","","4","100.0","0","","0","0","0.0","0","118.8","30.8","5.5","","100.0","","","0.71","0.8","9.2","6.3","0.5","0.48","6.3"
"61","Andrei Iosivas","CIN","WR","17","2025","53","93.0","14.0","42","7.6","3","0.2","5.9","0.06","2","66.7","51","3.0","14.1","0.96","17.00","25.50","14","7.00","9","4.50","0","0.0","0","0","0","1","2","4.9","0","","2","0.038","0","","2","66.7","0","","1","1","100.0","1","109.7","6.1","8.0","","100.0","","","0.13","0.4","7.1","6.8","0.4","0.13","6.8"
"62","Adam Thielen","MIN, PIT","WR","16","2025","43","97.7","14.0","70","18.6","5","0.3","12.8","0.12","3","60.0","50","3.1","22.5","1.16","10.00","16.67","9","3.00","1","0.33","0","0.0","1","0","0","1","5","15.6","0","","2","0.047","1","20.0","4","80.0","0","","1","1","100.0","0","93.8","13.5","0.3","","100.0","","","0.19","0.5","8.0","10.7","0.7","0.25","10.7"
"63","Jerry Jeudy","CLV","WR","17","2025","29","93.5","7.9","79","36.1","10","0.6","37.0","0.34","5","50.0","49","2.9","36.6","1.69","4.90","9.80","29","5.80","12","2.40","0","0.0","0","0","0","1","9","50.0","0","","4","0.138","1","10.0","6","60.0","0","","0","0","0.0","0","24.6","45.5","-2.1","","100.0","","","0.34","0.6","9.9","21.4","1.3","0.74","21.4"
"64","Justin Jefferson","MIN","WR","17","2025","31","96.9","13.9","125","44.3","9","0.5","32.1","0.29","4","44.4","49","2.9","23.0","1.58","5.44","12.25","14","3.50","2","0.50","1","100.0","3","1","1","1","8","38.1","0","","3","0.097","1","11.1","5","55.6","0","","0","0","0.0","0","59.3","34.6","-3.8","","100.0","","","0.48","0.9","14.9","19.3","1.1","0.62","19.3"
"65","Brian Thomas","JAX","WR","14","2025","21","100.0","14.6","73","37.2","5","0.4","25.0","0.24","2","40.0","47","3.4","28.8","2.24","9.40","23.50","11","5.50","3","1.50","0","0.0","0","0","0","2","4","30.8","0","","2","0.095","1","20.0","3","60.0","0","","0","0","0.0","0","74.6","25.0","0.5","","100.0","","","0.32","0.5","6.7","8.0","0.6","0.38","8.0"
"66","Dontayvion Wicks","GB","WR","14","2025","27","93.1","10.6","85","45.0","8","0.6","29.6","0.30","5","62.5","47","3.4","26.6","1.74","5.88","9.40","3","0.60","1","0.20","0","0.0","0","0","0","1","8","47.1","0","","3","0.111","0","","6","75.0","0","","2","1","50.0","0","78.6","33.3","-2.3","","100.0","","","0.36","0.7","9.7","13.4","1.0","0.50","13.4"
"67","Nico Collins","HST","WR","15","2025","13","100.0","16.2","81","64.3","5","0.3","38.5","0.38","3","60.0","47","3.1","52.8","3.62","9.40","15.67","9","3.00","6","2.00","0","0.0","0","1","0","1","4","33.3","0","","3","0.231","0","","3","60.0","0","","1","1","100.0","0","91.3","38.5","-0.3","","100.0","","","0.59","0.5","7.7","14.0","0.9","1.08","14.0"
